data,ano,mes,gestora,pos_brl_mil,pos_usd_mil,ptax,data_preco_b3,preco_itub4_brl,qtd_itub4,qtd_direta,qtd_cedida,qtd_obrig,valor_direta_mil,valor_cedida_mil,valor_obrig_mil,n_fundos_itub4,pl_mil,n_fundos_gestora,peso_itub4,delta_pos_brl_mil,delta_pos_usd_mil,delta_qtd_itub4
2018-11-30,2018,11,ARX Investimentos,31128.8353041376,8057.57650302529,3.8633,2018-11-30,36.02,864209.753029917,864209.753029917,174150,0,31128.8353041376,6272.883,0,8,1741714.18,10,0.0178725279162265,5515.96909223926,1168.13781461623,344151.555834011
2018-12-31,2018,12,ARX Investimentos,31589.533007497,8152.55832752581,3.8748,2018-12-28,35.5,889846.000211184,889846.000211184,225791,0,31589.533007497,8015.5805,0,8,1698264.71,10,0.0186010654413805,460.697703359416,94.9818245005226,25636.247181267
2019-01-31,2019,1,ARX Investimentos,33903.4149930171,9283.77419781951,3.6519,2019-01-31,38.78,874249.999819935,874249.999819935,100029,0,33903.4149930171,3879.12462,0,8,1747237.6,10,0.0194040095022091,2313.88198552007,1131.2158702937,-15596.0003912483
2019-02-28,2019,2,ARX Investimentos,32609.7467955708,8722.68203706588,3.7385,2019-02-28,35.23,925624.376825739,925624.376825739,26439,0,32609.7467955708,931.44597,0,8,1716397.48,10,0.0189989481897694,-1293.66819744631,-561.092160753638,51374.3770058038
2019-03-29,2019,3,ARX Investimentos,30561.1008996636,7842.81594674047,3.8967,2019-03-29,34.43,887629.999990229,887629.999990229,118141,0,30561.1008996636,4067.59463,0,8,1563236.35,10,0.0195498914157565,-2048.64589590722,-879.866090325412,-37994.3768355105
2019-04-30,2019,4,ARX Investimentos,27312.3460381032,6922.75518670398,3.9453,2019-04-30,33.83,807341.000239527,807341.000239527,118792,0,27312.3460381032,4018.73336,0,8,1528737.87,10,0.0178659445638664,-3248.75486156036,-920.060760036486,-80288.9997507013
2019-05-31,2019,5,ARX Investimentos,24056.969983741,6104.74534568503,3.9407,2019-05-31,35,687341.999535458,687341.999535458,28550,0,24056.969983741,999.25,0,8,1478620.51,10,0.0162698744005255,-3255.3760543622,-818.009841018946,-119999.00070407
2019-06-28,2019,6,ARX Investimentos,22665.4370532148,5914.47133584228,3.8322,2019-06-28,36.26,625080.999812874,625080.999812874,14350,0,22665.4370532148,520.331,0,8,1462504.78,10,0.0154976840849811,-1391.53293052621,-190.274009842749,-62260.9997225838
2019-07-31,2019,7,ARX Investimentos,22769.8485932408,6047.92918623094,3.7649,2019-07-31,34.82,653930.172120645,653930.172120645,67300,0,22769.8485932408,2343.386,0,8,1463164.84,10,0.0155620528670173,104.411540026045,133.457850388651,28849.1723077708
2019-08-30,2019,8,ARX Investimentos,27505.3994531537,6646.22434533133,4.1385,2019-08-30,33.94,810412.476521912,810412.476521912,34000,0,27505.3994531537,1153.96,0,10,1470352.81,10,0.0187066663633973,4735.55085991285,598.295159100392,156482.304401268
2019-09-30,2019,9,ARX Investimentos,39105.2148826453,9390.35992763552,4.1644,2019-09-30,35.03,1116334.99522253,1116334.99522253,48900,0,39105.2148826453,1712.967,0,10,1445686.82,10,0.0270495755661972,11599.8154294916,2744.13558230419,305922.518700621
2019-10-31,2019,10,ARX Investimentos,39146.9988254521,9776.72855958945,4.0041,2019-10-31,36.23,1080513.3542769,1080513.3542769,45550,0,39146.9988254521,1650.2765,0,10,1494112.1,10,0.0262008445185954,41.7839428067746,386.368631953934,-35821.640945632
2019-11-29,2019,11,ARX Investimentos,35126.3051128132,8315.88662708646,4.224,2019-11-29,34.8,1009376.58370153,1009376.58370153,30005.3935680851,0,35126.3051128132,1044.18769616936,0,10,1547280.38,10,0.0227019650522636,-4020.69371263891,-1460.84193250299,-71136.7705753722
2019-12-31,2019,12,ARX Investimentos,38431.5430182789,9534.70687927132,4.0307,2019-12-30,37.1,1035890.64739296,1035890.64739296,23950,0,38431.5430182789,888.545,0,10,1737088.3,10,0.0221241159809083,3305.23790546569,1218.82025218486,26514.0636914332
2020-01-31,2020,1,ARX Investimentos,37061.0481172314,8680.41881185886,4.2695,2020-01-31,32.82,1129221.45390711,1129221.45390711,19319.6054828811,0,37061.0481172314,634.069451948158,0,10,1787650.02,10,0.0207317135359814,-1370.4949010475,-854.288067412455,93330.8065141495
2020-02-28,2020,2,ARX Investimentos,27277.4055253667,6063.3973204185,4.4987,2020-02-28,32,852418.922667709,852418.922667709,20200,0,27277.4055253667,646.4,0,10,1675254.67,10,0.0162825425971603,-9783.6425918647,-2617.02149144036,-276802.531239402
