data,ticker,codbdi,tpmerc,preco_fechamento_brl,negocios,quantidade_negociada,volume_brl,ano,mes
2016-05-10,ITUB4,02,010,32.51,33517,14846800,472615328,2016,5
2016-05-11,ITUB4,02,010,32.31,33658,14443900,471017963,2016,5
2016-05-12,ITUB4,02,010,32.63,32290,13639000,445871832,2016,5
2016-05-13,ITUB4,02,010,31.4,34608,13561600,428614139,2016,5
2016-05-16,ITUB4,02,010,30.92,23380,8703200,272100569,2016,5
2016-05-17,ITUB4,02,010,30.26,24904,10767300,328312799,2016,5
2016-05-18,ITUB4,02,010,30.73,34796,14716000,453454495,2016,5
2016-05-19,ITUB4,02,010,30.47,22623,10699600,325040419,2016,5
2016-05-20,ITUB4,02,010,30.08,21683,8420100,255989704,2016,5
2016-05-23,ITUB4,02,010,30.18,30051,12378600,372761257,2016,5
2016-05-24,ITUB4,02,010,30.15,19036,6892700,208149174,2016,5
2016-05-25,ITUB4,02,010,30.01,25591,8763100,265674901,2016,5
2016-05-27,ITUB4,02,010,29.71,19334,6792100,203148560,2016,5
2016-05-30,ITUB4,02,010,29.7,7192,2551300,75981951,2016,5
2016-05-31,ITUB4,02,010,29.05,50467,32150200,937616473,2016,5
2016-06-01,ITUB4,02,010,29.47,21011,10957000,321588294,2016,6
2016-06-02,ITUB4,02,010,29.8,27366,11484900,340028137,2016,6
2016-06-03,ITUB4,02,010,29.88,21100,7580900,226706650,2016,6
2016-06-06,ITUB4,02,010,29.59,16840,6819100,202029888,2016,6
2016-06-07,ITUB4,02,010,30.07,27571,8932700,267001840,2016,6
2016-06-08,ITUB4,02,010,30.53,21086,11180200,341985279,2016,6
2016-06-09,ITUB4,02,010,30.46,18459,8040200,243915778,2016,6
2016-06-10,ITUB4,02,010,28.9,31194,14273900,418651880,2016,6
2016-06-13,ITUB4,02,010,29.03,22312,8317200,240713553,2016,6
2016-06-14,ITUB4,02,010,28.61,29184,16179900,465455165,2016,6
2016-06-15,ITUB4,02,010,28.47,25286,20989600,600679332,2016,6
2016-06-16,ITUB4,02,010,28.99,27038,14187000,408118729,2016,6
2016-06-17,ITUB4,02,010,28.92,20465,15680300,455311958,2016,6
2016-06-20,ITUB4,02,010,29.4,25906,15365700,453868609,2016,6
2016-06-21,ITUB4,02,010,29.39,19714,14044200,408826472,2016,6
2016-06-22,ITUB4,02,010,28.88,25117,12744300,371876313,2016,6
2016-06-23,ITUB4,02,010,30,21922,10958900,325741538,2016,6
2016-06-24,ITUB4,02,010,28.95,27015,17721800,513996611,2016,6
2016-06-27,ITUB4,02,010,27.98,30144,14223900,400386963,2016,6
2016-06-28,ITUB4,02,010,28.96,25698,12776500,367166251,2016,6
2016-06-29,ITUB4,02,010,29.61,18522,13510200,399345719,2016,6
2016-06-30,ITUB4,02,010,30.3,23548,21005600,635069403,2016,6
2016-07-01,ITUB4,02,010,30.91,30714,19841900,606847317,2016,7
2016-07-04,ITUB4,02,010,30.89,9809,3681200,113872620,2016,7
2016-07-05,ITUB4,02,010,30.67,15320,7047700,215615406,2016,7
2016-07-06,ITUB4,02,010,30.79,15290,7557100,230560379,2016,7
2016-07-07,ITUB4,02,010,31.1,23756,9268200,289264433,2016,7
2016-07-08,ITUB4,02,010,31.94,28180,11960400,380762419,2016,7
2016-07-11,ITUB4,02,010,32.25,31301,9302500,299932653,2016,7
2016-07-12,ITUB4,02,010,31.98,29411,14995000,483470456,2016,7
2016-07-13,ITUB4,02,010,32.64,21762,11262400,363855434,2016,7
2016-07-14,ITUB4,02,010,33.57,42604,19842000,662563917,2016,7
2016-07-15,ITUB4,02,010,33.46,26367,11776000,393754226,2016,7
2016-07-18,ITUB4,02,010,34.03,16105,9852800,334154128,2016,7
2016-07-19,ITUB4,02,010,33.83,21531,8874400,300811643,2016,7
2016-07-20,ITUB4,02,010,34.36,19929,13232900,452978461,2016,7
2016-07-21,ITUB4,02,010,33.9,21859,15650300,530189575,2016,7
2016-07-22,ITUB4,02,010,34.11,20038,7594600,258988522,2016,7
2016-07-25,ITUB4,02,010,33.85,12945,5342800,180970259,2016,7
2016-07-26,ITUB4,02,010,33.42,16099,7465600,251751783,2016,7
2016-07-27,ITUB4,02,010,33.55,17005,10316200,347976389,2016,7
2016-07-28,ITUB4,02,010,33.18,19586,13748600,455356445,2016,7
2016-07-29,ITUB4,02,010,33.79,22471,11872000,399492245,2016,7
2016-08-01,ITUB4,02,010,33.43,29174,9259000,311117170,2016,8
2016-08-02,ITUB4,02,010,33.83,43042,20492700,694202873,2016,8
2016-08-03,ITUB4,02,010,35.24,35924,22198800,769408510,2016,8
2016-08-04,ITUB4,02,010,35.44,33217,17010300,607649099,2016,8
2016-08-05,ITUB4,02,010,35.23,21180,11888100,417840627,2016,8
2016-08-08,ITUB4,02,010,35,16794,9179500,322552457,2016,8
2016-08-09,ITUB4,02,010,35.07,23156,8045500,283622840,2016,8
2016-08-10,ITUB4,02,010,34.78,17472,10425500,363019370,2016,8
2016-08-11,ITUB4,02,010,35.67,22058,11955200,423522774,2016,8
2016-08-12,ITUB4,02,010,35.94,26995,10797500,387473082,2016,8
2016-08-15,ITUB4,02,010,36.32,22095,9206900,332408036,2016,8
2016-08-16,ITUB4,02,010,36.17,23123,14098300,510669540,2016,8
2016-08-17,ITUB4,02,010,36.65,29151,14611200,529918122,2016,8
2016-08-18,ITUB4,02,010,36.58,15629,10327300,376824748,2016,8
2016-08-19,ITUB4,02,010,36.34,17745,9011900,326316621,2016,8
2016-08-22,ITUB4,02,010,35.64,17090,6785300,242345823,2016,8
2016-08-23,ITUB4,02,010,35.58,19243,7924300,282789120,2016,8
2016-08-24,ITUB4,02,010,35.41,20543,12029100,425473806,2016,8
2016-08-25,ITUB4,02,010,35.3,20605,8743900,309514228,2016,8
2016-08-26,ITUB4,02,010,35.73,25404,9824700,351624476,2016,8
2016-08-29,ITUB4,02,010,36.36,19448,6498500,236432650,2016,8
2016-08-30,ITUB4,02,010,36.6,13729,4378100,159506606,2016,8
2016-08-31,ITUB4,02,010,35.85,32196,16939600,608047236,2016,8
2016-09-01,ITUB4,02,010,36.19,32195,13015900,470860896,2016,9
2016-09-02,ITUB4,02,010,36.72,30160,12128500,445932111,2016,9
2016-09-05,ITUB4,02,010,36.73,9413,3200500,117591842,2016,9
2016-09-06,ITUB4,02,010,37.08,19494,7259500,267563788,2016,9
2016-09-08,ITUB4,02,010,36.64,27839,12137400,445407452,2016,9
2016-09-09,ITUB4,02,010,35.25,32700,13582200,482034221,2016,9
2016-09-12,ITUB4,02,010,35.71,27636,11474600,406869949,2016,9
2016-09-13,ITUB4,02,010,35,45724,17190200,602405333,2016,9
2016-09-14,ITUB4,02,010,35.03,32762,10186600,357817003,2016,9
2016-09-15,ITUB4,02,010,35.79,33187,11369300,405142138,2016,9
2016-09-16,ITUB4,02,010,34.98,27817,14616000,512590731,2016,9
2016-09-19,ITUB4,02,010,35.23,17424,7265500,256646228,2016,9
2016-09-20,ITUB4,02,010,35.31,16607,5110500,180950465,2016,9
2016-09-21,ITUB4,02,010,35.65,31787,14868400,524831710,2016,9
2016-09-22,ITUB4,02,010,36.22,21057,9050000,327739043,2016,9
2016-09-23,ITUB4,02,010,36.13,15505,5984000,215555220,2016,9
2016-09-26,ITUB4,02,010,35.85,14001,7932600,283576751,2016,9
2016-09-27,ITUB4,02,010,36.26,28847,12663500,454999449,2016,9
2016-09-28,ITUB4,02,010,36.52,22262,10959900,399339974,2016,9
2016-09-29,ITUB4,02,010,35.59,23564,12939200,466073309,2016,9
2016-09-30,ITUB4,02,010,35.52,24040,15541100,554593599,2016,9
2016-10-03,ITUB4,02,010,36.35,22887,14302700,516774011,2016,10
2016-10-04,ITUB4,02,010,36.67,50533,26717600,977485022,2016,10
2016-10-05,ITUB4,02,010,37.39,23741,12951300,483350613,2016,10
2016-10-06,ITUB4,02,010,37.7,23259,10053200,378338683,2016,10
2016-10-07,ITUB4,02,010,38.05,25471,11404500,433050234,2016,10
2016-10-10,ITUB4,02,010,38.1,20279,7895600,301714539,2016,10
2016-10-11,ITUB4,02,010,37.97,30340,15171600,575602402,2016,10
2016-10-13,ITUB4,02,010,38.4,37949,18263700,698428467,2016,10
2016-10-14,ITUB4,02,010,39.13,32838,12734000,497097232,2016,10
2016-10-17,ITUB4,02,010,39.99,33937,15226800,601214565,2016,10
2016-10-18,ITUB4,02,010,36.86,41686,14500200,530046589,2016,10
2016-10-19,ITUB4,02,010,36.26,25256,9216200,335866894,2016,10
2016-10-20,ITUB4,02,010,36.37,32240,10270100,373149209,2016,10
2016-10-21,ITUB4,02,010,36.31,18089,6545800,238192386,2016,10
2016-10-24,ITUB4,02,010,36,20739,9389600,339323233,2016,10
2016-10-25,ITUB4,02,010,35.81,18857,8398100,300443058,2016,10
2016-10-26,ITUB4,02,010,36.03,18605,10065800,361437854,2016,10
2016-10-27,ITUB4,02,010,36.8,32061,11197000,411535356,2016,10
2016-10-28,ITUB4,02,010,37.11,26197,9686700,358975267,2016,10
2016-10-31,ITUB4,02,010,38.4,40847,20939500,804092504,2016,10
2016-11-01,ITUB4,02,010,37.25,38901,17729600,666233099,2016,11
2016-11-03,ITUB4,02,010,36.45,40220,16343000,605122327,2016,11
2016-11-04,ITUB4,02,010,36.75,40179,13763700,507753554,2016,11
2016-11-07,ITUB4,02,010,38.07,27102,11313500,428831197,2016,11
2016-11-08,ITUB4,02,010,38.16,23293,9559800,365628030,2016,11
2016-11-09,ITUB4,02,010,36.94,30589,19455100,724213240,2016,11
2016-11-10,ITUB4,02,010,35.1,62187,29415800,1049402242,2016,11
2016-11-11,ITUB4,02,010,34.65,69764,26539000,923454749,2016,11
2016-11-14,ITUB4,02,010,34.44,50074,17452700,602218286,2016,11
2016-11-16,ITUB4,02,010,36.14,41625,19153100,680463864,2016,11
2016-11-17,ITUB4,02,010,35.06,30529,15608800,554363456,2016,11
2016-11-18,ITUB4,02,010,35.39,28795,9208500,324988872,2016,11
2016-11-21,ITUB4,02,010,35.68,28389,12292600,438504838,2016,11
2016-11-22,ITUB4,02,010,35.8,32231,12858600,461089609,2016,11
2016-11-23,ITUB4,02,010,35.47,21038,7042500,249591495,2016,11
2016-11-24,ITUB4,02,010,35.1,9633,3836600,135145380,2016,11
2016-11-25,ITUB4,02,010,34.86,19267,8013700,278745452,2016,11
2016-11-28,ITUB4,02,010,35.6,20645,7352200,259913484,2016,11
2016-11-29,ITUB4,02,010,34.74,17425,7301000,255910682,2016,11
2016-11-30,ITUB4,02,010,35.42,29583,12676200,450943138,2016,11
2016-12-01,ITUB4,02,010,33.8,50666,23880000,814584037,2016,12
2016-12-02,ITUB4,02,010,33.94,31021,13204800,447925110,2016,12
2016-12-05,ITUB4,02,010,33.82,17288,6971200,236032272,2016,12
2016-12-06,ITUB4,02,010,34.27,23672,12093600,412884101,2016,12
2016-12-07,ITUB4,02,010,34,25704,13955800,475825926,2016,12
2016-12-08,ITUB4,02,010,33.8,20913,9141300,310888328,2016,12
2016-12-09,ITUB4,02,010,33.9,36227,17703300,602122004,2016,12
2016-12-12,ITUB4,02,010,32.5,33269,22708200,744305602,2016,12
2016-12-13,ITUB4,02,010,32.65,43544,20694800,677167003,2016,12
2016-12-14,ITUB4,02,010,32.58,36064,15240700,501614208,2016,12
2016-12-15,ITUB4,02,010,32.45,44889,17652100,569473344,2016,12
2016-12-16,ITUB4,02,010,31.87,22818,13984900,449689053,2016,12
2016-12-19,ITUB4,02,010,31.01,29861,13617200,428898436,2016,12
2016-12-20,ITUB4,02,010,31.8,29085,14244800,450775115,2016,12
2016-12-21,ITUB4,02,010,31.79,23392,9569900,304339337,2016,12
2016-12-22,ITUB4,02,010,32.05,27577,15064300,480526665,2016,12
2016-12-23,ITUB4,02,010,32.47,37697,12320500,399795217,2016,12
2016-12-26,ITUB4,02,010,32.73,8692,2846800,93318705,2016,12
2016-12-27,ITUB4,02,010,32.71,14152,8009900,261831899,2016,12
2016-12-28,ITUB4,02,010,33.48,16856,6846900,228365371,2016,12
2016-12-29,ITUB4,02,010,33.85,15888,7686400,258863754,2016,12
2017-01-02,ITUB4,02,010,33.53,5971,2070100,69398676,2017,1
2017-01-03,ITUB4,02,010,34.95,32167,16810000,583895122,2017,1
2017-01-04,ITUB4,02,010,35.1,23523,9079500,317815545,2017,1
2017-01-05,ITUB4,02,010,35.58,33350,14659200,521309943,2017,1
2017-01-06,ITUB4,02,010,35.7,18348,9345100,332993084,2017,1
2017-01-09,ITUB4,02,010,35.87,16841,10735100,384665434,2017,1
2017-01-10,ITUB4,02,010,35.75,21030,7833300,280940134,2017,1
2017-01-11,ITUB4,02,010,35.82,21673,7706700,275352623,2017,1
2017-01-12,ITUB4,02,010,36.73,30028,14378600,526674424,2017,1
2017-01-13,ITUB4,02,010,35.98,19276,6965900,252191820,2017,1
2017-01-16,ITUB4,02,010,36.01,9897,3727900,133879365,2017,1
2017-01-17,ITUB4,02,010,36.98,21741,10408900,382001383,2017,1
2017-01-18,ITUB4,02,010,36.69,15799,8041600,295459946,2017,1
2017-01-19,ITUB4,02,010,36.49,17061,8650900,316253723,2017,1
2017-01-20,ITUB4,02,010,36.6,19826,10790000,395885217,2017,1
2017-01-23,ITUB4,02,010,37.83,29294,13059300,487671664,2017,1
2017-01-24,ITUB4,02,010,37.74,25059,11361300,427197415,2017,1
2017-01-26,ITUB4,02,010,38.25,33000,13707800,524613914,2017,1
2017-01-27,ITUB4,02,010,38.05,23789,9142900,349396981,2017,1
2017-01-30,ITUB4,02,010,37.24,23903,6981100,260457837,2017,1
2017-01-31,ITUB4,02,010,37.24,17892,11259900,418917097,2017,1
2017-02-01,ITUB4,02,010,37.62,22801,13739900,517312665,2017,2
2017-02-02,ITUB4,02,010,37.51,34904,14397000,539523398,2017,2
2017-02-03,ITUB4,02,010,38.29,38803,14074800,537793752,2017,2
2017-02-06,ITUB4,02,010,38.01,24819,8649200,330531925,2017,2
2017-02-07,ITUB4,02,010,38.75,31563,22675600,884761538,2017,2
2017-02-08,ITUB4,02,010,39.75,30677,19190300,755686793,2017,2
2017-02-09,ITUB4,02,010,39.93,46354,19841800,793326566,2017,2
2017-02-10,ITUB4,02,010,40.06,29246,20909500,836628388,2017,2
2017-02-13,ITUB4,02,010,39.87,28942,8900500,355026142,2017,2
2017-02-14,ITUB4,02,010,40,24108,12666200,505919401,2017,2
2017-02-15,ITUB4,02,010,41.68,58230,25432500,1044111398,2017,2
2017-02-16,ITUB4,02,010,40.87,43440,16519400,679883811,2017,2
2017-02-17,ITUB4,02,010,40.85,22690,9358300,380898557,2017,2
2017-02-20,ITUB4,02,010,41.04,10476,4371300,179504604,2017,2
2017-02-21,ITUB4,02,010,40.85,27791,9371500,381233359,2017,2
2017-02-22,ITUB4,02,010,40.97,25390,9975100,407027593,2017,2
2017-02-23,ITUB4,02,010,40.35,38932,16222800,660316873,2017,2
2017-02-24,ITUB4,02,010,40.03,16238,6325700,253264886,2017,2
2017-03-01,ITUB4,02,010,39.95,21206,8557100,342974393,2017,3
2017-03-02,ITUB4,02,010,39.54,22926,8540600,338002017,2017,3
2017-03-03,ITUB4,02,010,40.26,17312,6311400,252409669,2017,3
2017-03-06,ITUB4,02,010,40.1,21157,8302500,332177681,2017,3
2017-03-07,ITUB4,02,010,39.43,16541,7707800,305237830,2017,3
2017-03-08,ITUB4,02,010,38.98,18895,8613400,336288260,2017,3
2017-03-09,ITUB4,02,010,39.1,14889,8938300,348949769,2017,3
2017-03-10,ITUB4,02,010,39.12,21215,9380600,369037815,2017,3
2017-03-13,ITUB4,02,010,39.83,18778,6530700,258976081,2017,3
2017-03-14,ITUB4,02,010,39.44,22837,8752800,348141604,2017,3
2017-03-15,ITUB4,02,010,39.82,26666,14303200,565034686,2017,3
2017-03-16,ITUB4,02,010,39.31,25606,13731500,540092447,2017,3
2017-03-17,ITUB4,02,010,38.18,37004,19860900,763589896,2017,3
2017-03-20,ITUB4,02,010,38.6,28183,11867800,455077616,2017,3
2017-03-21,ITUB4,02,010,37.77,34209,15944000,603156782,2017,3
2017-03-22,ITUB4,02,010,38.08,29185,8586900,326838622,2017,3
2017-03-23,ITUB4,02,010,37.87,21862,8680000,328586426,2017,3
2017-03-24,ITUB4,02,010,38.28,20423,6522000,248752274,2017,3
2017-03-27,ITUB4,02,010,38.56,16692,6214500,237581873,2017,3
2017-03-28,ITUB4,02,010,38.43,16287,9659300,370756078,2017,3
2017-03-29,ITUB4,02,010,39,18226,7893900,306832972,2017,3
2017-03-30,ITUB4,02,010,38.54,23445,10194400,392885039,2017,3
2017-03-31,ITUB4,02,010,37.9,17541,9606300,367520202,2017,3
2017-04-03,ITUB4,02,010,38.52,21047,11333200,434098392,2017,4
2017-04-04,ITUB4,02,010,38.72,17416,9672400,372693417,2017,4
2017-04-05,ITUB4,02,010,38.01,25065,9241800,353320907,2017,4
2017-04-06,ITUB4,02,010,37.71,25259,10283200,388803755,2017,4
2017-04-07,ITUB4,02,010,38,23564,9032800,344163757,2017,4
2017-04-10,ITUB4,02,010,37.93,14124,12947700,491175001,2017,4
2017-04-11,ITUB4,02,010,37.86,24762,11568900,437721040,2017,4
2017-04-12,ITUB4,02,010,37.81,25825,12740500,483527365,2017,4
2017-04-13,ITUB4,02,010,37.12,22348,8898800,332797780,2017,4
2017-04-17,ITUB4,02,010,38.78,20701,10688700,408890142,2017,4
2017-04-18,ITUB4,02,010,38.64,30051,11751400,453867750,2017,4
2017-04-19,ITUB4,02,010,38.3,23052,8308900,320152574,2017,4
2017-04-20,ITUB4,02,010,37.74,22356,9936700,378365466,2017,4
2017-04-24,ITUB4,02,010,38.47,25411,12586000,484170731,2017,4
2017-04-25,ITUB4,02,010,38.72,19015,7781700,300062762,2017,4
2017-04-26,ITUB4,02,010,38.79,18883,8645500,336455551,2017,4
2017-04-27,ITUB4,02,010,39.01,28696,24159300,947174065,2017,4
2017-04-28,ITUB4,02,010,39.26,25814,10957200,428001862,2017,4
2017-05-02,ITUB4,02,010,40.05,48303,21773600,869565794,2017,5
2017-05-03,ITUB4,02,010,39.39,37005,19345400,762493417,2017,5
2017-05-04,ITUB4,02,010,38.1,30342,13518900,520135914,2017,5
2017-05-05,ITUB4,02,010,38.7,25368,11495600,442920908,2017,5
2017-05-08,ITUB4,02,010,38.79,21574,8133200,315890188,2017,5
2017-05-09,ITUB4,02,010,38.89,16449,5389600,209732267,2017,5
2017-05-10,ITUB4,02,010,39.08,21397,8030600,314001836,2017,5
2017-05-11,ITUB4,02,010,39.75,19116,8491900,336037724,2017,5
2017-05-12,ITUB4,02,010,40.13,29537,18819400,753813800,2017,5
2017-05-15,ITUB4,02,010,40.3,21592,9487800,381226387,2017,5
2017-05-16,ITUB4,02,010,40.25,25336,10830600,434611493,2017,5
2017-05-17,ITUB4,02,010,39.43,25272,13671500,540102993,2017,5
2017-05-18,ITUB4,02,010,34.68,38446,69944800,2442495536,2017,5
2017-05-19,ITUB4,02,010,35.58,52837,29133400,1044367131,2017,5
2017-05-22,ITUB4,02,010,34.88,54024,23945300,830768184,2017,5
2017-05-23,ITUB4,02,010,35.43,43045,19085200,676080129,2017,5
2017-05-24,ITUB4,02,010,35.72,42735,19116700,687594162,2017,5
2017-05-25,ITUB4,02,010,35.05,27303,21695900,762484889,2017,5
2017-05-26,ITUB4,02,010,36,22294,18152100,649898724,2017,5
2017-05-29,ITUB4,02,010,35.82,16813,4436600,158572369,2017,5
2017-05-30,ITUB4,02,010,35.93,14193,5348100,192033770,2017,5
2017-05-31,ITUB4,02,010,35.55,30075,13043300,465965139,2017,5
2017-06-01,ITUB4,02,010,35.13,24720,9006600,318535399,2017,6
2017-06-02,ITUB4,02,010,35.48,26466,9386400,332614361,2017,6
2017-06-05,ITUB4,02,010,35.44,15625,8462100,299983318,2017,6
2017-06-06,ITUB4,02,010,36.01,19383,12539600,448631741,2017,6
2017-06-07,ITUB4,02,010,36.6,21898,10388500,380376326,2017,6
2017-06-08,ITUB4,02,010,36.22,25730,9185200,331885581,2017,6
2017-06-09,ITUB4,02,010,35.65,24537,10896800,390175150,2017,6
2017-06-12,ITUB4,02,010,35.65,25581,9653400,341855362,2017,6
2017-06-13,ITUB4,02,010,36.09,23829,10219600,367585315,2017,6
2017-06-14,ITUB4,02,010,36.41,45098,20675700,755719055,2017,6
2017-06-16,ITUB4,02,010,36.15,22189,16745400,604127769,2017,6
2017-06-19,ITUB4,02,010,36.34,14362,6057200,219822905,2017,6
2017-06-20,ITUB4,02,010,35.54,23050,11250800,403119308,2017,6
2017-06-21,ITUB4,02,010,35.58,20102,7487100,266169831,2017,6
2017-06-22,ITUB4,02,010,35.61,24499,9019500,321951024,2017,6
2017-06-23,ITUB4,02,010,35.49,16797,6603700,234687288,2017,6
2017-06-26,ITUB4,02,010,36.49,23550,10002900,362953240,2017,6
2017-06-27,ITUB4,02,010,36.16,21676,10191600,369067012,2017,6
2017-06-28,ITUB4,02,010,36.15,20750,7645900,275292254,2017,6
2017-06-29,ITUB4,02,010,36.51,15832,7655000,277747047,2017,6
2017-06-30,ITUB4,02,010,36.75,20814,8365000,307684419,2017,6
2017-07-03,ITUB4,02,010,37.08,10276,4885400,180660912,2017,7
2017-07-04,ITUB4,02,010,36.93,6710,2428500,89795022,2017,7
2017-07-05,ITUB4,02,010,37.03,17316,6780400,250836409,2017,7
2017-07-06,ITUB4,02,010,36.51,20893,10578400,386815699,2017,7
2017-07-07,ITUB4,02,010,36.16,22248,15902300,575214076,2017,7
2017-07-10,ITUB4,02,010,36.45,15113,7001300,255113149,2017,7
2017-07-11,ITUB4,02,010,37,14341,8266400,304851263,2017,7
2017-07-12,ITUB4,02,010,37.4,36716,22019700,816713889,2017,7
2017-07-13,ITUB4,02,010,37.5,18312,8991800,337334611,2017,7
2017-07-14,ITUB4,02,010,37.58,24123,9044700,338511687,2017,7
2017-07-17,ITUB4,02,010,37.22,18172,7873600,293059596,2017,7
2017-07-18,ITUB4,02,010,37.26,16120,7740600,287689525,2017,7
2017-07-19,ITUB4,02,010,36.72,19445,8253700,304827917,2017,7
2017-07-20,ITUB4,02,010,36.76,16530,9544000,351132300,2017,7
2017-07-21,ITUB4,02,010,36.77,12528,7708500,282620652,2017,7
2017-07-24,ITUB4,02,010,37,16211,5754900,212464062,2017,7
2017-07-25,ITUB4,02,010,37.09,30181,11014200,409246438,2017,7
2017-07-26,ITUB4,02,010,36.92,19848,8105700,300283521,2017,7
2017-07-27,ITUB4,02,010,36.96,22624,8460200,313889660,2017,7
2017-07-28,ITUB4,02,010,37.1,18958,7239000,268112148,2017,7
2017-07-31,ITUB4,02,010,37.32,18984,9309100,346625537,2017,7
2017-08-01,ITUB4,02,010,38.5,35831,16753800,643384496,2017,8
2017-08-02,ITUB4,02,010,38.9,27174,13582800,526646708,2017,8
2017-08-03,ITUB4,02,010,38.81,20950,8834100,343709634,2017,8
2017-08-04,ITUB4,02,010,38.71,11958,4372000,169372328,2017,8
2017-08-07,ITUB4,02,010,39.32,19505,9151400,358142065,2017,8
2017-08-08,ITUB4,02,010,39.8,37829,18718300,745254081,2017,8
2017-08-09,ITUB4,02,010,39.55,16361,6908000,271900954,2017,8
2017-08-10,ITUB4,02,010,39.05,22886,6767400,264346646,2017,8
2017-08-11,ITUB4,02,010,39.25,17204,7472800,292745151,2017,8
2017-08-14,ITUB4,02,010,39.96,18378,9758900,389725092,2017,8
2017-08-15,ITUB4,02,010,39.73,17858,8987600,358965369,2017,8
2017-08-16,ITUB4,02,010,39.81,20787,11774200,468199122,2017,8
2017-08-17,ITUB4,02,010,39.49,21464,10021800,395267931,2017,8
2017-08-18,ITUB4,02,010,39.87,14532,6434600,256708820,2017,8
2017-08-21,ITUB4,02,010,39.58,14767,8946500,354437552,2017,8
2017-08-22,ITUB4,02,010,40.42,21802,10152300,410382379,2017,8
2017-08-23,ITUB4,02,010,40.86,18543,7029900,286522996,2017,8
2017-08-24,ITUB4,02,010,41.2,21272,9876600,406385610,2017,8
2017-08-25,ITUB4,02,010,41.08,12807,6568900,269600789,2017,8
2017-08-28,ITUB4,02,010,40.72,17208,8814500,360496443,2017,8
2017-08-29,ITUB4,02,010,41.09,18006,7012800,286457770,2017,8
2017-08-30,ITUB4,02,010,40.87,18703,6822600,278344043,2017,8
2017-08-31,ITUB4,02,010,40.35,17826,8084100,326864145,2017,8
2017-09-01,ITUB4,02,010,41.18,19763,10182300,419057751,2017,9
2017-09-04,ITUB4,02,010,40.97,8389,3950800,162090035,2017,9
2017-09-05,ITUB4,02,010,40.99,32444,15326400,629512801,2017,9
2017-09-06,ITUB4,02,010,42.09,31299,14359500,603662643,2017,9
2017-09-08,ITUB4,02,010,42.04,21716,7892500,331573546,2017,9
2017-09-11,ITUB4,02,010,42.75,20651,9594300,410498522,2017,9
2017-09-12,ITUB4,02,010,42.63,18448,7454000,318798413,2017,9
2017-09-13,ITUB4,02,010,42.93,20216,8997500,386002715,2017,9
2017-09-14,ITUB4,02,010,42.83,12253,6718700,288231444,2017,9
2017-09-15,ITUB4,02,010,43.63,26750,20326200,884035444,2017,9
2017-09-18,ITUB4,02,010,43.94,19618,9720100,426014636,2017,9
2017-09-19,ITUB4,02,010,43.78,17044,9206100,401130583,2017,9
2017-09-20,ITUB4,02,010,43.32,23557,8500200,368403539,2017,9
2017-09-21,ITUB4,02,010,43.38,25290,8386900,364474291,2017,9
2017-09-22,ITUB4,02,010,43.53,14509,5929700,257592935,2017,9
2017-09-25,ITUB4,02,010,43.1,13639,5922300,255747997,2017,9
2017-09-26,ITUB4,02,010,43.18,17148,10324000,447598917,2017,9
2017-09-27,ITUB4,02,010,43.21,23371,12758500,551287703,2017,9
2017-09-28,ITUB4,02,010,42.98,25095,8160700,351442960,2017,9
2017-09-29,ITUB4,02,010,43.35,20020,9992000,433248825,2017,9
2017-10-02,ITUB4,02,010,43.41,13804,4680700,203044562,2017,10
2017-10-03,ITUB4,02,010,44.9,26889,12614100,559674011,2017,10
2017-10-04,ITUB4,02,010,44.5,16242,7447400,332526355,2017,10
2017-10-05,ITUB4,02,010,45.21,25936,14207600,645717278,2017,10
2017-10-06,ITUB4,02,010,44.68,15242,5924000,264607357,2017,10
2017-10-09,ITUB4,02,010,44.15,15995,6032400,266616548,2017,10
2017-10-10,ITUB4,02,010,45.25,15083,8564900,384763972,2017,10
2017-10-11,ITUB4,02,010,45,25230,12469600,561018163,2017,10
2017-10-13,ITUB4,02,010,44.63,23619,8811700,394786783,2017,10
2017-10-16,ITUB4,02,010,44.4,21275,7373400,327428414,2017,10
2017-10-17,ITUB4,02,010,44.33,19692,8331200,368812005,2017,10
2017-10-18,ITUB4,02,010,44.41,25016,8471400,376368197,2017,10
2017-10-19,ITUB4,02,010,44.09,15258,5044700,221847507,2017,10
2017-10-20,ITUB4,02,010,44,10740,3993700,176638573,2017,10
2017-10-23,ITUB4,02,010,43.59,15176,6491900,283519091,2017,10
2017-10-24,ITUB4,02,010,43.91,18806,7890300,345437628,2017,10
2017-10-25,ITUB4,02,010,44.21,16163,7846800,344891521,2017,10
2017-10-26,ITUB4,02,010,43.94,15785,7200200,318230007,2017,10
2017-10-27,ITUB4,02,010,43.67,18491,8473600,372665617,2017,10
2017-10-30,ITUB4,02,010,43.11,23649,10753500,463880088,2017,10
2017-10-31,ITUB4,02,010,42.05,31376,16774900,711135136,2017,10
2017-11-01,ITUB4,02,010,41.33,33389,12727800,532734908,2017,11
2017-11-03,ITUB4,02,010,41.91,28814,13755400,574726436,2017,11
2017-11-06,ITUB4,02,010,42.1,23247,8591500,361464479,2017,11
2017-11-07,ITUB4,02,010,41.1,31907,12381500,511564081,2017,11
2017-11-08,ITUB4,02,010,42.6,29504,12762300,533940961,2017,11
2017-11-09,ITUB4,02,010,41.45,27905,12687100,530712505,2017,11
