data,ticker,codbdi,tpmerc,preco_fechamento_brl,negocios,quantidade_negociada,volume_brl,ano,mes
2017-11-10,ITUB4,02,010,41.51,22008,10232100,424083439,2017,11
2017-11-13,ITUB4,02,010,41.72,21664,9723800,403696451,2017,11
2017-11-14,ITUB4,02,010,40.92,28128,13109800,542955264,2017,11
2017-11-16,ITUB4,02,010,41.95,25584,8788700,366727806,2017,11
2017-11-17,ITUB4,02,010,42.53,16908,7469000,316639089,2017,11
2017-11-21,ITUB4,02,010,43.38,19447,8480200,367465785,2017,11
2017-11-22,ITUB4,02,010,42.96,23456,10856600,467048578,2017,11
2017-11-23,ITUB4,02,010,42.83,10233,2835400,120918538,2017,11
2017-11-24,ITUB4,02,010,42.43,10465,4122600,175340643,2017,11
2017-11-27,ITUB4,02,010,42.69,16486,6204800,262847070,2017,11
2017-11-28,ITUB4,02,010,42.76,19156,7082400,304504251,2017,11
2017-11-29,ITUB4,02,010,41.88,29108,10939600,461222121,2017,11
2017-11-30,ITUB4,02,010,41.27,34145,18063500,746590375,2017,11
2017-12-01,ITUB4,02,010,41.23,20975,6883800,283330465,2017,12
2017-12-04,ITUB4,02,010,41.84,24425,10295300,431872540,2017,12
2017-12-05,ITUB4,02,010,41.59,19152,7822300,328585218,2017,12
2017-12-06,ITUB4,02,010,42.03,18260,7666100,319099448,2017,12
2017-12-07,ITUB4,02,010,41.89,22927,14418400,598146131,2017,12
2017-12-08,ITUB4,02,010,42.25,21042,9988600,423790725,2017,12
2017-12-11,ITUB4,02,010,42.36,19733,6482500,275281627,2017,12
2017-12-12,ITUB4,02,010,42.7,22360,10852600,460410918,2017,12
2017-12-13,ITUB4,02,010,41.75,52981,28009900,1190399866,2017,12
2017-12-14,ITUB4,02,010,41.09,32627,27682500,1137932425,2017,12
2017-12-15,ITUB4,02,010,41.09,58295,25239800,1037428587,2017,12
2017-12-18,ITUB4,02,010,41.08,25100,23258400,964335651,2017,12
2017-12-19,ITUB4,02,010,40.85,38823,11851100,484029670,2017,12
2017-12-20,ITUB4,02,010,41,46555,7685200,315489907,2017,12
2017-12-21,ITUB4,02,010,42.73,37492,20739500,870792822,2017,12
2017-12-22,ITUB4,02,010,42.53,13231,4964300,210558401,2017,12
2017-12-26,ITUB4,02,010,42.7,11458,4408200,188387549,2017,12
2017-12-27,ITUB4,02,010,42.47,13348,4122100,175799879,2017,12
2017-12-28,ITUB4,02,010,42.58,16639,10629800,453145377,2017,12
2018-01-02,ITUB4,02,010,43.88,30810,11100600,483649086,2018,1
2018-01-03,ITUB4,02,010,44.18,18377,14863800,654269523,2018,1
2018-01-04,ITUB4,02,010,45.1,28294,15481700,696661801,2018,1
2018-01-05,ITUB4,02,010,45.23,19882,10478300,472439105,2018,1
2018-01-08,ITUB4,02,010,45.08,20228,8472100,381831069,2018,1
2018-01-09,ITUB4,02,010,44.59,25518,14272000,637615043,2018,1
2018-01-10,ITUB4,02,010,44.44,23109,9067700,402886912,2018,1
2018-01-11,ITUB4,02,010,45.37,21941,10364300,466672320,2018,1
2018-01-12,ITUB4,02,010,45.33,19090,6854900,309610941,2018,1
2018-01-15,ITUB4,02,010,45.61,10779,7275800,331411604,2018,1
2018-01-16,ITUB4,02,010,46.03,19335,8756700,402925479,2018,1
2018-01-17,ITUB4,02,010,46.79,27904,9612600,447340256,2018,1
2018-01-18,ITUB4,02,010,46.68,21456,8660600,405156237,2018,1
2018-01-19,ITUB4,02,010,47.06,15788,7388700,346483777,2018,1
2018-01-22,ITUB4,02,010,48.23,26158,11913100,569701411,2018,1
2018-01-23,ITUB4,02,010,48.06,28371,19467500,939444468,2018,1
2018-01-24,ITUB4,02,010,50.37,34001,14738100,729199575,2018,1
2018-01-26,ITUB4,02,010,53.12,62420,31624400,1656077510,2018,1
2018-01-29,ITUB4,02,010,51.69,27899,22086900,1151636643,2018,1
2018-01-30,ITUB4,02,010,51.49,33131,16963500,868640793,2018,1
2018-01-31,ITUB4,02,010,52.26,34477,13985900,734938898,2018,1
2018-02-01,ITUB4,02,010,52.51,37608,17167000,897473748,2018,2
2018-02-02,ITUB4,02,010,51.85,34114,12140200,626326872,2018,2
2018-02-05,ITUB4,02,010,50.03,30289,15449600,787981623,2018,2
2018-02-06,ITUB4,02,010,51.83,54544,59151400,3040596539,2018,2
2018-02-07,ITUB4,02,010,50.6,42058,18294000,940660951,2018,2
2018-02-08,ITUB4,02,010,50.35,38499,15016000,761851884,2018,2
2018-02-09,ITUB4,02,010,50.48,42687,17405200,874567648,2018,2
2018-02-14,ITUB4,02,010,52.66,36703,14618000,764064942,2018,2
2018-02-15,ITUB4,02,010,52.67,45284,27104200,1435135081,2018,2
2018-02-16,ITUB4,02,010,50.83,35056,36090600,1825654649,2018,2
2018-02-19,ITUB4,02,010,50.43,18294,5509500,278607928,2018,2
2018-02-20,ITUB4,02,010,51.67,36864,17253000,886048718,2018,2
2018-02-21,ITUB4,02,010,52.35,35790,19082300,1003820368,2018,2
2018-02-22,ITUB4,02,010,52.64,30886,11437400,602807356,2018,2
2018-02-23,ITUB4,02,010,53,31133,14823500,778072394,2018,2
2018-02-26,ITUB4,02,010,52.94,31592,11547800,611978128,2018,2
2018-02-27,ITUB4,02,010,52.15,25051,7709900,403787441,2018,2
2018-02-28,ITUB4,02,010,50.38,41472,28368400,1448542111,2018,2
2018-03-01,ITUB4,02,010,51.11,40798,14810200,755876133,2018,3
2018-03-02,ITUB4,02,010,51.38,27038,10395800,528792589,2018,3
2018-03-05,ITUB4,02,010,52.11,24724,8661800,447451767,2018,3
2018-03-06,ITUB4,02,010,51.92,31649,9042200,473746958,2018,3
2018-03-07,ITUB4,02,010,51.85,32255,9720000,501031106,2018,3
2018-03-08,ITUB4,02,010,51.49,24288,9237300,475711983,2018,3
2018-03-09,ITUB4,02,010,52.2,24885,9094000,472464465,2018,3
2018-03-12,ITUB4,02,010,52.79,16384,6722900,353734050,2018,3
2018-03-13,ITUB4,02,010,52.36,16748,6359100,333099216,2018,3
2018-03-14,ITUB4,02,010,51.19,21161,11258200,578765100,2018,3
2018-03-15,ITUB4,02,010,51.43,25959,13052400,669313381,2018,3
2018-03-16,ITUB4,02,010,51.22,23805,19893400,1020973081,2018,3
2018-03-19,ITUB4,02,010,50.12,37395,11384400,573452114,2018,3
2018-03-20,ITUB4,02,010,50.28,17661,6029000,301845116,2018,3
2018-03-21,ITUB4,02,010,50.08,28570,16642300,832822302,2018,3
2018-03-22,ITUB4,02,010,49.92,24594,12497500,624363244,2018,3
2018-03-23,ITUB4,02,010,50.16,30258,15850900,797682267,2018,3
2018-03-26,ITUB4,02,010,50.78,15104,6950800,351696650,2018,3
2018-03-27,ITUB4,02,010,50.17,16661,6705700,339146952,2018,3
2018-03-28,ITUB4,02,010,50.63,21163,7926400,398097159,2018,3
2018-03-29,ITUB4,02,010,51.31,33380,18563200,954677721,2018,3
2018-04-02,ITUB4,02,010,51.05,27687,8551900,437464523,2018,4
2018-04-03,ITUB4,02,010,50.57,25162,9358500,476020214,2018,4
2018-04-04,ITUB4,02,010,50.9,22048,9911300,497960434,2018,4
2018-04-05,ITUB4,02,010,51,37596,13820000,712408270,2018,4
2018-04-06,ITUB4,02,010,51.25,20263,7224100,367956315,2018,4
2018-04-09,ITUB4,02,010,50.11,17412,10579100,533122940,2018,4
2018-04-10,ITUB4,02,010,50.36,19426,8831200,444718624,2018,4
2018-04-11,ITUB4,02,010,51.19,17860,6887000,351186913,2018,4
2018-04-12,ITUB4,02,010,51.64,14572,6016100,309414480,2018,4
2018-04-13,ITUB4,02,010,50.44,19798,9831900,499115462,2018,4
2018-04-16,ITUB4,02,010,49.7,19368,12590100,627555258,2018,4
2018-04-17,ITUB4,02,010,50.52,19735,7929900,398895578,2018,4
2018-04-18,ITUB4,02,010,51.48,26705,15190300,783824428,2018,4
2018-04-19,ITUB4,02,010,51,18013,8754000,447294288,2018,4
2018-04-20,ITUB4,02,010,50.89,14284,5770200,292901190,2018,4
2018-04-23,ITUB4,02,010,50.98,15261,6771600,343725049,2018,4
2018-04-24,ITUB4,02,010,50.73,22550,8082600,411554632,2018,4
2018-04-25,ITUB4,02,010,50.43,20941,9472400,477499853,2018,4
2018-04-26,ITUB4,02,010,51.6,35962,9687100,497238581,2018,4
2018-04-27,ITUB4,02,010,51.5,26255,9080600,467936453,2018,4
2018-04-30,ITUB4,02,010,51.01,16358,6326500,323530334,2018,4
2018-05-02,ITUB4,02,010,48.7,56555,22347700,1100407191,2018,5
2018-05-03,ITUB4,02,010,47.74,33773,14905100,717604705,2018,5
2018-05-04,ITUB4,02,010,47.18,36640,15164600,720119870,2018,5
2018-05-07,ITUB4,02,010,47.25,24352,10438400,494835600,2018,5
2018-05-08,ITUB4,02,010,47.4,28257,10388700,493104262,2018,5
2018-05-09,ITUB4,02,010,47.55,21244,9949600,472648509,2018,5
2018-05-10,ITUB4,02,010,48.85,27329,11600700,562475919,2018,5
2018-05-11,ITUB4,02,010,48.07,23000,7816300,378032413,2018,5
2018-05-14,ITUB4,02,010,47.35,29233,10833200,515387251,2018,5
2018-05-15,ITUB4,02,010,47.17,23155,11322300,531528349,2018,5
2018-05-16,ITUB4,02,010,47.99,17651,8342100,400461604,2018,5
2018-05-17,ITUB4,02,010,45.48,46071,22626600,1046919637,2018,5
2018-05-18,ITUB4,02,010,45.16,61086,39901000,1775664332,2018,5
2018-05-21,ITUB4,02,010,44.54,38934,17255300,772087713,2018,5
2018-05-22,ITUB4,02,010,45.62,43812,21946300,997834725,2018,5
2018-05-23,ITUB4,02,010,44.76,31478,20499200,921490275,2018,5
2018-05-24,ITUB4,02,010,45.35,32874,16432700,736273135,2018,5
2018-05-25,ITUB4,02,010,44.95,23700,11294500,508810661,2018,5
2018-05-28,ITUB4,02,010,43.05,35787,13184300,572806798,2018,5
2018-05-29,ITUB4,02,010,42.9,44964,20260100,877274811,2018,5
2018-05-30,ITUB4,02,010,42.98,44419,24643300,1059554619,2018,5
2018-06-01,ITUB4,02,010,43.82,32713,15498800,675763719,2018,6
2018-06-04,ITUB4,02,010,44.77,29230,15389700,687374863,2018,6
2018-06-05,ITUB4,02,010,43.38,33888,19133600,837757900,2018,6
2018-06-06,ITUB4,02,010,42.28,33415,15159400,643804923,2018,6
2018-06-07,ITUB4,02,010,41.05,59272,26949300,1097363783,2018,6
2018-06-08,ITUB4,02,010,41.15,43445,20025300,819331565,2018,6
2018-06-11,ITUB4,02,010,39.96,32872,14462700,584652959,2018,6
2018-06-12,ITUB4,02,010,39.88,27527,9279600,371939898,2018,6
2018-06-13,ITUB4,02,010,39.49,39073,14351200,566967056,2018,6
2018-06-14,ITUB4,02,010,38.09,32221,18686900,726680307,2018,6
2018-06-15,ITUB4,02,010,38.46,46831,27159000,1038026278,2018,6
2018-06-18,ITUB4,02,010,37.68,33814,13449300,507508588,2018,6
2018-06-19,ITUB4,02,010,39.38,73795,28412500,1114336018,2018,6
2018-06-20,ITUB4,02,010,40.11,34783,19591000,781885565,2018,6
2018-06-21,ITUB4,02,010,39.04,25953,10161700,399756393,2018,6
2018-06-22,ITUB4,02,010,39.34,16739,8126800,318541589,2018,6
2018-06-25,ITUB4,02,010,39.42,24420,14537800,570534487,2018,6
2018-06-26,ITUB4,02,010,39.29,20272,13014800,510227606,2018,6
2018-06-27,ITUB4,02,010,38.58,27831,11558300,451626548,2018,6
2018-06-28,ITUB4,02,010,39.65,25406,11621700,459307921,2018,6
2018-06-29,ITUB4,02,010,40.34,46409,16725600,673337809,2018,6
2018-07-02,ITUB4,02,010,40.35,16863,7629100,304980724,2018,7
2018-07-03,ITUB4,02,010,41.3,24893,9747900,402011835,2018,7
2018-07-04,ITUB4,02,010,41.97,16399,7809000,324427820,2018,7
2018-07-05,ITUB4,02,010,41.7,18509,9770600,406625698,2018,7
2018-07-06,ITUB4,02,010,42.08,20339,7611500,320003512,2018,7
2018-07-10,ITUB4,02,010,42.19,15747,15127900,635351524,2018,7
2018-07-11,ITUB4,02,010,42.36,31032,15629500,661722453,2018,7
2018-07-12,ITUB4,02,010,43.16,32219,13546100,583103928,2018,7
2018-07-13,ITUB4,02,010,44.26,33457,13157100,575315684,2018,7
2018-07-16,ITUB4,02,010,44.1,30788,9511600,418907418,2018,7
2018-07-17,ITUB4,02,010,44.93,31135,11003800,492024152,2018,7
2018-07-18,ITUB4,02,010,44.36,20834,9803400,437787391,2018,7
2018-07-19,ITUB4,02,010,45,19312,10416800,460609939,2018,7
2018-07-20,ITUB4,02,010,46.28,28676,16994400,787058333,2018,7
2018-07-23,ITUB4,02,010,45.39,16557,8092500,368465795,2018,7
2018-07-24,ITUB4,02,010,45.36,26984,11484300,522229523,2018,7
2018-07-25,ITUB4,02,010,46.79,25466,11911600,553462130,2018,7
2018-07-26,ITUB4,02,010,46.05,22136,14100700,652207772,2018,7
2018-07-27,ITUB4,02,010,46.3,23660,12761600,589679286,2018,7
2018-07-30,ITUB4,02,010,46.97,23526,10380500,486640584,2018,7
2018-07-31,ITUB4,02,010,45,51889,23692900,1074367679,2018,7
2018-08-01,ITUB4,02,010,45.55,22036,12606700,572622019,2018,8
2018-08-02,ITUB4,02,010,45.71,21992,12606300,572507727,2018,8
2018-08-03,ITUB4,02,010,46.8,27664,12048300,562153930,2018,8
2018-08-06,ITUB4,02,010,46.46,19944,8776000,408014898,2018,8
2018-08-07,ITUB4,02,010,46.18,33360,13906900,643478643,2018,8
2018-08-08,ITUB4,02,010,45.1,31431,14391700,658780866,2018,8
2018-08-09,ITUB4,02,010,44.86,27522,10330700,463883600,2018,8
2018-08-10,ITUB4,02,010,43.23,40678,14841900,643255369,2018,8
2018-08-13,ITUB4,02,010,43.57,40633,16679100,720200655,2018,8
2018-08-14,ITUB4,02,010,44.47,30972,10556300,466046297,2018,8
2018-08-15,ITUB4,02,010,44.17,36022,15631300,688559739,2018,8
2018-08-16,ITUB4,02,010,44.11,24520,9984600,440769784,2018,8
2018-08-17,ITUB4,02,010,42.98,31001,13541000,585914826,2018,8
2018-08-20,ITUB4,02,010,42.53,30130,17137100,728724313,2018,8
2018-08-21,ITUB4,02,010,41.98,35953,14951600,627708283,2018,8
2018-08-22,ITUB4,02,010,42.98,23595,8821800,374031007,2018,8
2018-08-23,ITUB4,02,010,41.31,33879,13644700,572359901,2018,8
2018-08-24,ITUB4,02,010,41.62,22243,6852000,285359000,2018,8
2018-08-27,ITUB4,02,010,43,17506,10757100,458103022,2018,8
2018-08-28,ITUB4,02,010,42.7,21726,8949500,381491226,2018,8
2018-08-29,ITUB4,02,010,43.41,19790,6860900,297243272,2018,8
2018-08-30,ITUB4,02,010,41.7,30938,12365100,522534517,2018,8
2018-08-31,ITUB4,02,010,42.27,20713,12266000,517935927,2018,8
2018-09-03,ITUB4,02,010,41.67,10283,4316600,180479935,2018,9
2018-09-04,ITUB4,02,010,41.31,24315,11743900,485745330,2018,9
2018-09-05,ITUB4,02,010,41.55,20122,7818500,324714045,2018,9
2018-09-06,ITUB4,02,010,42.6,32287,13110900,552226414,2018,9
2018-09-10,ITUB4,02,010,42.99,19239,9485400,406013641,2018,9
2018-09-11,ITUB4,02,010,41.51,32992,14317300,596092185,2018,9
2018-09-12,ITUB4,02,010,41.63,24966,13028400,543768427,2018,9
2018-09-13,ITUB4,02,010,41.4,23658,11801900,490421462,2018,9
2018-09-14,ITUB4,02,010,42.13,31969,12496600,523293200,2018,9
2018-09-17,ITUB4,02,010,43.13,22911,10293100,439372342,2018,9
2018-09-18,ITUB4,02,010,43.09,21491,14826400,639358329,2018,9
2018-09-19,ITUB4,02,010,43.39,24992,12159200,525538437,2018,9
2018-09-20,ITUB4,02,010,43.11,19771,8665000,375672717,2018,9
2018-09-21,ITUB4,02,010,43.84,25817,16913200,741773946,2018,9
2018-09-24,ITUB4,02,010,42.75,19207,7179000,310008919,2018,9
2018-09-25,ITUB4,02,010,42.85,27979,13679200,583355424,2018,9
2018-09-26,ITUB4,02,010,43.32,26255,12209800,529756742,2018,9
2018-09-27,ITUB4,02,010,44.51,34681,14418100,637941971,2018,9
2018-09-28,ITUB4,02,010,44.13,23292,9545800,419081138,2018,9
2018-10-01,ITUB4,02,010,43.62,19626,8299400,362680082,2018,10
2018-10-02,ITUB4,02,010,45.3,53071,21137600,955045613,2018,10
2018-10-03,ITUB4,02,010,47.35,69834,36808200,1754131362,2018,10
2018-10-04,ITUB4,02,010,47.4,37137,18166000,851913415,2018,10
2018-10-05,ITUB4,02,010,47.24,26133,15087900,715190033,2018,10
2018-10-08,ITUB4,02,010,50.05,86129,43678900,2197484339,2018,10
2018-10-09,ITUB4,02,010,49.79,26389,15363200,767967631,2018,10
2018-10-10,ITUB4,02,010,48.07,31848,14049000,683111612,2018,10
2018-10-11,ITUB4,02,010,47.5,40945,22695600,1082660294,2018,10
2018-10-15,ITUB4,02,010,48.05,37320,17991900,865787289,2018,10
2018-10-16,ITUB4,02,010,49.97,35221,15443100,759010494,2018,10
2018-10-17,ITUB4,02,010,49.45,25802,16422100,814027595,2018,10
2018-10-18,ITUB4,02,010,47.98,20718,9846800,477190944,2018,10
2018-10-19,ITUB4,02,010,47.93,15732,7006700,337253350,2018,10
2018-10-22,ITUB4,02,010,48.63,14183,5725600,278941116,2018,10
2018-10-23,ITUB4,02,010,48.8,22885,9401900,455205367,2018,10
2018-10-24,ITUB4,02,010,47.53,24813,9087700,434607202,2018,10
2018-10-25,ITUB4,02,010,48.08,35379,15462200,746368648,2018,10
2018-10-26,ITUB4,02,010,48.98,40809,23120700,1120850748,2018,10
2018-10-29,ITUB4,02,010,48.08,57045,25815300,1270033996,2018,10
2018-10-30,ITUB4,02,010,49.49,65236,28817400,1404271825,2018,10
2018-10-31,ITUB4,02,010,49.25,39415,16162100,791764928,2018,10
2018-11-01,ITUB4,02,010,49.94,29220,15128000,751921840,2018,11
2018-11-05,ITUB4,02,010,50.48,33923,17263100,866298342,2018,11
2018-11-06,ITUB4,02,010,50.8,32666,16146700,812430517,2018,11
2018-11-07,ITUB4,02,010,50.85,27998,15518700,789408239,2018,11
2018-11-08,ITUB4,02,010,50.15,27623,14089400,713620333,2018,11
2018-11-09,ITUB4,02,010,50.78,33023,15613300,785666421,2018,11
2018-11-12,ITUB4,02,010,50.92,24703,8743800,444087599,2018,11
2018-11-13,ITUB4,02,010,50.73,23514,12809200,649635701,2018,11
2018-11-14,ITUB4,02,010,51.17,30352,18194900,924907464,2018,11
2018-11-16,ITUB4,02,010,52.75,32747,19266600,1008527869,2018,11
2018-11-19,ITUB4,02,010,52.72,22308,13070200,688163746,2018,11
2018-11-21,ITUB4,02,010,34.69,28385,15986300,556589294,2018,11
2018-11-22,ITUB4,02,010,34.61,18435,6612800,229381267,2018,11
2018-11-23,ITUB4,02,010,34.57,29351,11898800,410162443,2018,11
2018-11-26,ITUB4,02,010,34,33298,21551300,743772436,2018,11
2018-11-27,ITUB4,02,010,35.15,52637,17385300,606257555,2018,11
2018-11-28,ITUB4,02,010,36.03,42870,19325800,688240929,2018,11
2018-11-29,ITUB4,02,010,36.35,32959,14529100,525977349,2018,11
2018-11-30,ITUB4,02,010,36.02,39427,21824300,791259872,2018,11
2018-12-03,ITUB4,02,010,35.55,53293,23860300,857347560,2018,12
2018-12-04,ITUB4,02,010,35.51,42838,23397800,830706940,2018,12
2018-12-05,ITUB4,02,010,35.53,20308,14000400,496778077,2018,12
2018-12-06,ITUB4,02,010,35.85,38000,18612400,656511420,2018,12
2018-12-07,ITUB4,02,010,35.56,35671,16980000,608279469,2018,12
2018-12-10,ITUB4,02,010,34.61,34938,15066200,525913888,2018,12
2018-12-11,ITUB4,02,010,34.92,38440,19754600,687600023,2018,12
2018-12-12,ITUB4,02,010,35.16,48142,32166600,1128069806,2018,12
2018-12-13,ITUB4,02,010,35.78,32007,16412500,580710727,2018,12
2018-12-14,ITUB4,02,010,35.52,28445,12153900,432258130,2018,12
2018-12-17,ITUB4,02,010,34.57,35144,14529400,507257101,2018,12
2018-12-18,ITUB4,02,010,35.12,33832,14509700,508124370,2018,12
2018-12-19,ITUB4,02,010,34.65,30942,14979900,528295834,2018,12
2018-12-20,ITUB4,02,010,34.64,33127,27234500,948291754,2018,12
2018-12-21,ITUB4,02,010,34.48,33548,28160500,973676803,2018,12
2018-12-26,ITUB4,02,010,33.73,45009,19164300,645045418,2018,12
2018-12-27,ITUB4,02,010,34.3,38894,13648600,465685915,2018,12
2018-12-28,ITUB4,02,010,35.5,34431,13683000,481388890,2018,12
2019-01-02,ITUB4,02,010,37,50354,25581700,933405709,2019,1
2019-01-03,ITUB4,02,010,37.61,42290,21938600,811511597,2019,1
2019-01-04,ITUB4,02,010,36.98,40421,24873500,922964094,2019,1
2019-01-07,ITUB4,02,010,37.05,29229,16901100,627283217,2019,1
2019-01-08,ITUB4,02,010,37.52,60646,19556300,725176229,2019,1
2019-01-09,ITUB4,02,010,38.09,47739,20307500,769064742,2019,1
2019-01-10,ITUB4,02,010,37.83,44461,24741800,940246465,2019,1
2019-01-11,ITUB4,02,010,37.6,40288,13630100,512139832,2019,1
2019-01-14,ITUB4,02,010,37.88,34057,17397500,656605562,2019,1
2019-01-15,ITUB4,02,010,37.29,56039,41119800,1535556039,2019,1
2019-01-16,ITUB4,02,010,37.18,46051,17304300,641944543,2019,1
2019-01-17,ITUB4,02,010,37.18,49934,25769600,955077544,2019,1
2019-01-18,ITUB4,02,010,37.66,37656,21326300,802384650,2019,1
2019-01-21,ITUB4,02,010,37.35,24808,7774500,289641306,2019,1
2019-01-22,ITUB4,02,010,37.29,29707,12187000,453435418,2019,1
2019-01-23,ITUB4,02,010,37.54,38865,27249900,1017534893,2019,1
2019-01-24,ITUB4,02,010,37.49,43518,21283100,797123226,2019,1
2019-01-28,ITUB4,02,010,38.16,52560,22555600,853916516,2019,1
2019-01-29,ITUB4,02,010,37.88,38976,15826000,603908737,2019,1
2019-01-30,ITUB4,02,010,38.12,37128,19386900,734788403,2019,1
2019-01-31,ITUB4,02,010,38.78,55199,26940800,1048522665,2019,1
2019-02-01,ITUB4,02,010,38.81,29200,13541300,523786585,2019,2
2019-02-04,ITUB4,02,010,39.69,40060,17686500,693947963,2019,2
2019-02-05,ITUB4,02,010,38,6170,71190500,2721312315,2019,2
2019-02-06,ITUB4,02,010,36.4,68540,39177200,1454782571,2019,2
2019-02-07,ITUB4,02,010,36.53,55245,30748900,1124809112,2019,2
2019-02-08,ITUB4,02,010,37.31,53232,30844700,1143508706,2019,2
2019-02-11,ITUB4,02,010,36.89,27498,18345900,677720703,2019,2
2019-02-12,ITUB4,02,010,37.77,33266,22164600,833213679,2019,2
2019-02-13,ITUB4,02,010,36.91,65049,31482600,1171108428,2019,2
2019-02-14,ITUB4,02,010,37.89,46577,32890900,1220338624,2019,2
2019-02-15,ITUB4,02,010,37.5,59198,26851200,1006476145,2019,2
2019-02-18,ITUB4,02,010,36.9,25356,17601800,652344176,2019,2
2019-02-19,ITUB4,02,010,37.75,41018,22551400,850965789,2019,2
2019-02-20,ITUB4,02,010,37.27,47589,28751200,1085951459,2019,2
2019-02-21,ITUB4,02,010,37.95,43992,25310600,952317760,2019,2
2019-02-22,ITUB4,02,010,36.66,35446,17459100,637927090,2019,2
2019-02-25,ITUB4,02,010,36.1,29686,12453300,453204129,2019,2
2019-02-26,ITUB4,02,010,36.23,26185,8053100,291962950,2019,2
2019-02-27,ITUB4,02,010,35.91,29135,10132700,364984434,2019,2
2019-02-28,ITUB4,02,010,35.23,31868,18012500,636563012,2019,2
2019-03-01,ITUB4,02,010,34.84,28418,16152300,568881578,2019,3
2019-03-06,ITUB4,02,010,34.85,19081,9639100,336675203,2019,3
2019-03-07,ITUB4,02,010,35.33,39816,18961900,667590652,2019,3
2019-03-08,ITUB4,02,010,35.75,32754,13565000,481463833,2019,3
2019-03-11,ITUB4,02,010,36.92,43014,19994700,734212086,2019,3
2019-03-12,ITUB4,02,010,37,18776,13109300,482800377,2019,3
2019-03-13,ITUB4,02,010,37.4,32140,22202800,825582607,2019,3
2019-03-14,ITUB4,02,010,36.81,29974,17809100,655909791,2019,3
2019-03-15,ITUB4,02,010,36.8,22066,19106000,703597514,2019,3
2019-03-18,ITUB4,02,010,36.86,21761,11303100,417075806,2019,3
