data,ano,mes,gestora,pos_brl_mil,pos_usd_mil,ptax,data_preco_b3,preco_itub4_brl,qtd_itub4,qtd_direta,qtd_cedida,qtd_obrig,valor_direta_mil,valor_cedida_mil,valor_obrig_mil,n_fundos_itub4,pl_mil,n_fundos_gestora,peso_itub4,delta_pos_brl_mil,delta_pos_usd_mil,delta_qtd_itub4
2016-04-29,2016,4,Constellation Asset Management,49492.1455772753,14342.2237096544,3.4508,2016-04-29,32.87,1505693.50706648,737662.988545984,768030.518520499,0,24246.9824335065,25245.1631437688,0,7,419607.65,8,0.117948625525,9148.30393139001,3006.18121172375,213035.972754234
2016-05-31,2016,5,Constellation Asset Management,42990.2504412091,11958.0124172371,3.5951,2016-05-31,29.05,1479870.92740823,952479.217221625,527391.710186605,0,27669.5212602882,15320.7291809209,0,9,397742.21,10,0.108085713209089,-6501.89513606621,-2384.21129241727,-25822.5796582531
2016-06-30,2016,6,Constellation Asset Management,22829.3169724729,7112.37989048317,3.2098,2016-06-30,30.3,753442.804372042,675880.73496744,77562.0694046023,0,20479.1862695134,2350.13070295945,0,8,436195.03,9,0.0523374073576053,-20160.9334687362,-4845.63252675393,-726428.123036188
2016-07-29,2016,7,Constellation Asset Management,25978.9528086527,8020.67082699992,3.239,2016-07-29,33.79,768835.53739724,691236.166541656,77599.3708555843,0,23356.8700674425,2622.08274121019,0,8,488187.54,9,0.0532151082935315,3149.63583617985,908.290936516746,15392.7330251975
2016-08-31,2016,8,Constellation Asset Management,26708.8465467098,8242.70794269352,3.2403,2016-08-31,35.85,745016.640075587,745016.640075587,0,0,26708.8465467098,0,0,8,500447.75,9,0.0533699003476583,729.893738057072,222.0371156936,-23818.8973216526
2016-09-30,2016,9,Constellation Asset Management,44366.2046060242,13667.1198958857,3.2462,2016-09-30,35.52,1249048.55309753,1249048.55309753,0,0,44366.2046060242,0,0,8,511138.28,9,0.0867988298705083,17657.3580593144,5424.41195319221,504031.913021942
2016-10-31,2016,10,Constellation Asset Management,79887.8321161881,25113.2728038063,3.1811,2016-10-31,38.4,2080412.2946924,2080412.2946924,0,0,79887.8321161881,0,0,8,555765.16,9,0.14374386497381,35521.6275101639,11446.1529079206,831363.741594871
2016-11-30,2016,11,Constellation Asset Management,71343.2776648909,21003.7029072014,3.3967,2016-11-30,35.42,2014208.85558698,2014208.85558698,0,0,71343.2776648909,0,0,8,514747.33,9,0.138598635693537,-8544.55445129724,-4109.56989660491,-66203.4391054181
2016-12-30,2016,12,Constellation Asset Management,53679.7913660974,16470.7408076148,3.2591,2016-12-29,33.85,1585813.62972223,1585813.62972223,0,0,53679.7913660974,0,0,8,485015.98,9,0.11067633558403,-17663.4862987935,-4532.96209958657,-428395.225864754
2017-01-31,2017,1,Constellation Asset Management,57759.6805860599,18471.2761707899,3.127,2017-01-31,37.24,1551011.83098979,1551011.83098979,0,0,57759.6805860599,0,0,8,525191.18,9,0.109978390318855,4079.88921996248,2000.53536317506,-34801.7987324346
