gestora,ARX Investimentos,AZ Legan,AZ Quest Investimentos,Absolute Investimentos,Atmos Capital,BB,BNP Paribas,BTG Pactual,Bogari Capital,Bradesco,Caixa,Claritas Investimentos,Constellation Asset Management,Credit Suisse,Dahlia Capital,Daycoval Asset Management,Forpus Capital,Guepardo Investimentos,Gávea Investimentos,Ibiuna Investimentos,Itaú,JGP,Julius Baer Family Office,Kapitalo Investimentos,Kinea Investimentos,Legacy Capital,Núcleo Capital,Occam Brasil,Opportunity,Plural,Real Investor,SPX Capital,Safra,Santander,Sharp Capital,Squadra Investimentos,TNA Gestão Patrimonial,Truxt Investimentos,Verde Asset Management,Vinci Partners,Western Asset,XP
Guepardo Investimentos,-0.102973119701832,0.164634396597352,0.0359229006968341,-0.572350233242086,-0.087374660841403,0.17249707817164,-0.0304786635827522,0.00415747990410434,-0.00645341803139481,0.388367137138049,0.103938742520208,0.134681757815698,0.387559747791035,0.174779933920689,-0.0945607803822425,-0.338015535965433,-0.0807208316920037,1,-0.0788345436062386,-0.0426697810216381,-0.123191510414889,0.0211571874548865,-0.0622187955453323,-0.316521890606702,0.0271608848191114,0.434957454624309,0.091330664056388,0.00799021902787481,0.379312205879091,0.0122570201967283,-0.580938084743061,0.110768259052089,0.0279209924083306,0.142638819118724,-0.0175139944584106,0.21265477577454,-0.0909649564422948,-0.164998098396843,-0.0750898404608077,0.36126158281065,0.150469050323496,-0.117204877242673
Gávea Investimentos,-0.126806280182941,-0.403933880710817,-0.0758277613616538,0.490296183651103,0.267676488828196,-0.184084172720344,0.28642424837108,0.115243259711337,0.0199308066253823,-0.131702145806284,-0.0371637649528755,-0.305683728131635,-0.027037216170652,0.266031936004995,-0.14487642715313,-0.227750028869196,-0.0852886344219605,-0.0788345436062386,1,0.0325146071038415,0.283791825109718,0.286876382281382,0.31539425411997,-0.0594055280397605,-0.338047533850267,0.205936633463485,-0.0334852196209716,0.0139624758195512,0.127301537825154,0.0902617975475533,0.15974686824304,0.108891080764663,0.267311840235309,-0.0633608291222355,0.0260692397923016,0.0309165605700336,0.357545347583116,0.458332068603925,0.220798786694984,-0.111675131225945,-0.0562910406517553,-0.0954301077347714
Ibiuna Investimentos,0.359658650679832,-0.131507587388884,-0.159187227230751,-0.0171009216516327,0.073696783284995,0.0320097520107498,0.176293562015832,-0.0805511836157898,0.348296634899217,0.0229100903580581,0.0770435798326117,0.00617406881062822,0.0149481984405183,0.0299018081671618,-0.00981382467979047,-0.0511902895308836,0.0788092949236891,-0.0426697810216381,0.0325146071038415,1,0.0962274390278422,0.0334549746604811,0.0656119467689465,-0.0960970582095238,-0.056242563166938,-0.0082089054100777,-0.0271854182853974,0.12721750642755,-0.064067473938385,0.0937778235034559,0.0279197831564818,0.0596927866684031,0.0541760046942135,-0.214928921943301,0.0899904255036043,-0.434702819858689,-0.212189540389267,-0.0712654134485337,0.0318189582354333,0.0630173323429807,0.0359751321674226,0.00630413982292922
Itaú,-0.0418729891324782,0.0165846064276002,0.0827896700646664,0.309417257931674,-0.0304686535279047,-0.252955135900828,0.219869653964014,0.360599774565921,0.0296954212100927,0.0339934978221561,0.372289819668119,-0.0679416855464561,-0.0811919021995568,0.267986266574071,0.0991560101567608,0.0177018954862152,0.0818379677912796,-0.123191510414889,0.283791825109718,0.0962274390278422,1,0.282886265972804,0.477027438301429,0.0704123696011381,-0.14253896486462,0.30384759620595,0.258455579654007,-0.0656001984334289,-0.0669239066264765,0.038891018374838,0.305249499692919,0.12563799238881,0.0923142383953492,0.014936204432491,-0.0616425407467124,0.121356327997561,0.214636483320756,0.137218606863902,0.287347584177921,0.179015983427946,-0.221137118303606,-0.166822802230646
JGP,-0.106764751290369,0.315051160559205,-0.0560521926920118,0.235951655568296,0.179101394240622,-0.212412876868228,0.144026556006953,0.0213601589454656,-0.0479241644637563,-0.118315288779004,0.0971386610683562,-0.359906848113419,-0.0407555710507807,0.265631403280439,-0.080055179673281,-0.0417469594048582,-0.281435846676484,0.0211571874548865,0.286876382281382,0.0334549746604811,0.282886265972804,1,0.511863163427862,-0.103012055110571,-0.162360813108923,-0.0148318715731025,0.0280006931215878,-0.107238372026896,-0.0828365621359075,-0.072890000149026,0.177089916662972,0.274841854474965,0.0667338619202377,-0.175888797695619,0.0593816059982192,0.0118615742412068,0.214351771256829,0.217726551158703,0.0850625763933653,-0.0439007770803151,-0.0126585737125052,-0.0532843651672136
Julius Baer Family Office,-0.0689088659893296,0.180278813615013,-0.00293315649309386,0.283466858682862,0.189019180639839,-0.185562620494677,0.0284033360473528,0.199556135140832,-0.000872516908626021,-0.136534013400139,0.0583165137464663,-0.228254153326336,-0.159382697149292,0.596770383542924,-0.257269624964656,-0.207883113100374,0.175031594823375,-0.0622187955453323,0.31539425411997,0.0656119467689465,0.477027438301429,0.511863163427862,1,0.122456947484611,-0.359029340606723,-0.0714970367612391,0.125397312371347,-0.0678207121402567,0.118851911566323,0.0187263919086289,0.188987845019291,0.524218322868702,0.300446632976473,-0.172060139477252,-0.0933236415979082,0.186952660957804,0.443667498360047,0.288290063723281,0.146557409688182,-0.110838295886045,-0.123198717253696,0.0918359680991514
Kapitalo Investimentos,0.0392364151877384,0.147889523864151,0.0224131302094489,0.278132023992834,0.207407867547687,0.236760349923446,0.00106490721728137,0.330398462848209,0.00736736630299767,-0.0545609821108712,-0.00288280219427532,-0.164565486687693,-0.362064342511947,0.049619995390366,0.152334008265838,-0.034877604886995,-0.11347592713441,-0.316521890606702,-0.0594055280397605,-0.0960970582095238,0.0704123696011381,-0.103012055110571,0.122456947484611,1,-0.00845507142141615,0.165593383841051,-0.116443738541506,0.0198111345226239,-0.159357325490413,0.00246178756273463,0.131238961683448,-0.0993375039268201,0.218881636651413,0.0673813135158411,-0.0246358607740525,-0.132818486556127,0.0977426826459758,0.314407064207502,0.0414672160213993,-0.410684921542199,-0.120234830410671,0.438270626861913
Kinea Investimentos,-0.0264690825862962,0.508300917865709,0.296041989917071,-0.193770897284444,-0.20788572088624,0.0580894384866233,-0.258864330919499,-0.0877030813590392,-0.0161035236066966,0.183111809902345,0.180715502551365,0.18059940145835,0.0011218463705535,-0.0712976913197574,0.126926493703738,0.531867483577595,0.0109835222026781,0.0271608848191114,-0.338047533850267,-0.056242563166938,-0.14253896486462,-0.162360813108923,-0.359029340606723,-0.00845507142141615,1,0.234726647088968,0.00951704163791465,-0.429827733431132,0.0349972584484886,0.0130379494586333,-0.000165093205209186,-0.149777337819924,-0.252054669857049,0.207885507549611,0.478803425747535,0.16961421120833,-0.490195745596199,-0.0979170975398578,-0.232494729681409,0.263848524161469,-0.124447485821168,0.0624778546598231
Legacy Capital,-0.303232508210703,,0.310725847980518,-0.0885440889606105,-0.160714476060801,-0.0772435966159733,-0.0359552603382804,-0.039531546353527,,0.465393845454224,-0.0589071892593956,0.0695513475302875,0.255237756942248,0.10512270636496,-0.0872067853789269,0.0896136077281618,-0.110096462981378,0.434957454624309,0.205936633463485,-0.0082089054100777,0.30384759620595,-0.0148318715731025,-0.0714970367612391,0.165593383841051,0.234726647088968,1,,-0.337114352750486,0.522885532684121,-0.15007578934003,0.0217362992067785,-0.0653311478704161,-0.0298094251825237,0.474494787448263,-0.0561868556533228,0.379406562703237,-0.272853731490672,-0.109990935455352,0.154035912874122,0.0894508847099695,-0.426831264561375,-0.00284423949028965
Núcleo Capital,-0.108688083337145,-0.425325311541061,0.0761712165325446,-0.0833000676049818,-0.0229085080414295,-0.0293504247006831,-0.195402509114193,0.0570337775726805,-0.137265804924137,0.0218928540052968,-0.166878129986786,0.101118603882161,-0.199196947482983,0.100553618421435,0.164111876471708,0.0953092539723982,-0.0438966711055619,0.091330664056388,-0.0334852196209716,-0.0271854182853974,0.258455579654007,0.0280006931215878,0.125397312371347,-0.116443738541506,0.00951704163791465,,1,-0.0574007985510742,-0.0198075270183042,-0.194242692069286,0.192253990176538,0.243048437389092,-0.159833024519398,-0.0715813631670348,-0.124127618057959,0.153189524287119,-0.0681461528956899,0.0363738847932734,0.206181220791331,0.0953590995957202,-0.0771736253489285,-0.0256147733435516
Occam Brasil,0.26360559886811,-0.250423694038456,-0.10950109985411,-0.173534022932887,0.142318307123963,0.29364157096053,0.304178430251819,0.0786627006013534,0.11220227086722,-0.0214391420849577,-0.16441706336257,0.0446321320447823,-0.1266097623493,-0.265509977621402,0.196549043020776,-0.284258266708407,0.161234514953344,0.00799021902787481,0.0139624758195512,0.12721750642755,-0.0656001984334289,-0.107238372026896,-0.0678207121402567,0.0198111345226239,-0.429827733431132,-0.337114352750486,-0.0574007985510742,1,-0.142978834259875,0.373704221557713,-0.166195022114212,0.0382100915068404,0.0788476915372945,-0.148835875020911,-0.404469775424901,-0.260866917028945,0.0117697969061371,-0.215126849836151,-0.0660936921289377,-0.151274632221362,0.323870449057214,-0.15075975884717
Opportunity,-0.015130714902952,-0.0728076400670365,0.0874792254348137,-0.211569237284437,-0.0551835591945097,-0.0347133931574227,-0.0829121120353918,0.163289170152451,-0.0133950059399792,0.277507327624785,-0.103582399617283,-0.0125189599908726,0.193715489573593,0.324149910962684,-0.330254851041279,0.0066500604288414,0.147593259866206,0.379312205879091,0.127301537825154,-0.064067473938385,-0.0669239066264765,-0.0828365621359075,0.118851911566323,-0.159357325490413,0.0349972584484886,0.522885532684121,-0.0198075270183042,-0.142978834259875,1,0.122780606089757,-0.234670507586007,0.28936888803414,0.16161773693488,0.297661273359092,0.0937436135291549,0.237807437208847,-0.0159942617864767,0.0140155608013746,-0.157350167100882,-0.0103458689589428,0.125193278258148,-0.00853686593064064
Plural,0.231684475685293,-0.182667540992082,-0.003448156884054,-0.0210106003260281,-0.0176607319305095,0.0608703089549849,0.0453569033181806,0.00145923070607591,0.249365203693968,0.0176538581804708,0.160606480860535,-0.0564316410014599,0.0102754185371089,0.00421313964660955,0.0179477512649192,0.00228137058107298,-0.0249361564577125,0.0122570201967283,0.0902617975475533,0.0937778235034559,0.038891018374838,-0.072890000149026,0.0187263919086289,0.00246178756273463,0.0130379494586333,-0.15007578934003,-0.194242692069286,0.373704221557713,0.122780606089757,1,-0.0158316596702107,-0.000262879842269611,0.205141884678586,-0.012634258993851,0.0386388501894769,-0.0161965087280786,0.0320620356507887,-0.0260032872172175,-0.160019976738554,0.0945046926370773,0.0370260923526365,-0.153633619934973
Real Investor,-0.00322333849114567,-0.029610610617866,0.096380490203017,0.663378253327791,0.235882931338907,-0.16544073477582,0.198958081876791,0.173451559960675,0.0208679796218984,-0.183514115587689,0.0648096703321628,-0.0692610002039949,-0.258820232711794,-0.146756225074415,0.103905419321333,0.36227661440365,-0.0840385662817391,-0.580938084743061,0.15974686824304,0.0279197831564818,0.305249499692919,0.177089916662972,0.188987845019291,0.131238961683448,-0.000165093205209186,0.0217362992067785,0.192253990176538,-0.166195022114212,-0.234670507586007,-0.0158316596702107,1,0.0252359104881985,-0.0121534276943052,-0.0790118573745656,-0.00245035957823765,0.111742192964575,0.155816780518928,0.13776941349794,0.142002252578873,0.0378504454037466,-0.214053556444812,0.0855861800179171
SPX Capital,-0.00873862228534654,0.00554780646723976,-0.15894235856649,-0.0122653651021339,0.0016447503524097,-0.103257479860853,-0.0183228133986504,-0.0501891014531355,-0.0331229918992301,-0.189799905725543,-0.107154633833377,-0.229199495823991,-0.1339009127216,0.253202625630937,0.0328326259216227,-0.0538397851371589,-0.0468126631540015,0.110768259052089,0.108891080764663,0.0596927866684031,0.12563799238881,0.274841854474965,0.524218322868702,-0.0993375039268201,-0.149777337819924,-0.0653311478704161,0.243048437389092,0.0382100915068404,0.28936888803414,-0.000262879842269611,0.0252359104881985,1,0.294583698657816,-0.25114718582978,-0.137494783499783,0.0359058813265826,-0.00979139051193881,0.0817450632431607,-0.0694536488091934,-0.0351070097257483,0.0854635598236882,-0.0925136011810113
