ano,mes,grupo,gross_mil,dup_mil,dedup_mil,dup_pct
2016,2,XP,17091.8130119708,1766.10537190401,15325.7076400668,10.3330487565425
2016,3,ARX Investimentos,25359.9741635577,8460.00004291034,16899.9741206473,33.3596556066977
2016,3,AZ Legan,52.3296037314103,-10.8556505214128,63.185254252823,-20.7447596529319
2016,3,AZ Quest Investimentos,74702.1743725593,21453.999348065,53248.1750244943,28.7193773518135
2016,3,Atmos Capital,-225295.967012805,-112556.17130812,-112739.795704685,49.9592481838445
2016,3,BB,228397.193596976,62844.2293099081,165552.964287068,27.5153246500924
2016,3,BNP Paribas,96850.6600028059,20992.4910603669,75858.168942439,21.6751140980957
2016,3,BTG Pactual,125576.153360133,53022.8051926609,72553.3481674724,42.2236258826941
2016,3,Bogari Capital,6099.18600109129,2560.38813544855,3538.79786564273,41.9791777950441
2016,3,Bradesco,404198.391312172,122144.597445915,282053.793866257,30.2189716909536
2016,3,Caixa,79755.3745128281,8689.93572869126,71065.4387841368,10.8957368475444
2016,3,Claritas Investimentos,13344.9113583947,1837.34952568941,11507.5618327053,13.7681658299934
2016,3,Constellation Asset Management,40343.8416458853,18974.0001801572,21369.8414657281,47.0307224252462
2016,3,Credit Suisse,72533.4552446191,2397.23004519451,70136.2251994246,3.30499910297924
2016,3,Daycoval Asset Management,1824.54669968226,232.316430302649,1592.23026937961,12.7328300417362
2016,3,Guepardo Investimentos,0,0,0,
2016,3,Ibiuna Investimentos,-7045.89482498305,-3144.60480560345,-3901.2900193796,44.6303114609863
2016,3,Itaú,840809.713763141,304347.219813968,536462.493949172,36.1969200441117
2016,3,JGP,67995.4955938876,22829.6808584709,45165.8147354167,33.5752841553274
2016,3,Julius Baer Family Office,26800.244529603,7303.76848874923,19496.4760408538,27.2526188359275
2016,3,Kapitalo Investimentos,-21826.4964388951,-8813.760419454,-13012.736019441,40.3810132520755
2016,3,Kinea Investimentos,1896.57091021278,0,1896.57091021278,0
2016,3,Núcleo Capital,7062,0,7062,0
2016,3,Occam Brasil,493663.039911959,199172.005125527,294491.034786432,40.3457397096303
2016,3,Opportunity,-75982.4171990728,-15675.0475796296,-60307.3696194433,20.6298353717297
2016,3,Plural,87878.0010273937,394.132608644483,87483.8684187492,0.448499742866957
2016,3,Real Investor,1118.61497997883,0,1118.61497997883,0
2016,3,SPX Capital,316234.436013912,158131.604997188,158102.831016724,50.0045494698216
2016,3,Safra,348911.995195586,126064.147391994,222847.847803592,36.1306430067924
2016,3,Santander,130978.295459696,30143.2400081318,100835.055451564,23.0139199035519
2016,3,Sharp Capital,13363.9051315769,1232.43982545355,12131.4653061234,9.22215335502104
2016,3,Squadra Investimentos,56383.9084808082,24980.8001514874,31403.1083293208,44.3048394915551
2016,3,TNA Gestão Patrimonial,26479.5912193576,7253.05071411497,19226.5405052426,27.3910977478108
2016,3,Verde Asset Management,73409.4509843487,2260.67956578943,71148.7714185593,3.07954838985435
2016,3,Vinci Partners,62848.1453090742,5051.3561564082,57796.789152666,8.03739892651831
2016,3,Western Asset,150199.834581871,10992.0343773191,139207.800204552,7.31827329099191
2016,3,XP,-32618.3658161046,-21368.2396494956,-11250.1261666091,65.5098412040785
2016,4,ARX Investimentos,11589.1135766885,2478.99998381941,9110.11359286908,21.3907644222757
2016,4,AZ Legan,142.433489707462,1.36725849529146,141.066231212171,0.959927681403871
2016,4,AZ Quest Investimentos,83308.5069708291,21426.9478920438,61881.5590787852,25.7199998789398
2016,4,Atmos Capital,-169694.392554951,-84804.9336973441,-84889.4588576067,49.9750948870526
2016,4,BB,227214.819171731,66709.7015886374,160505.117583093,29.3597494352768
2016,4,BNP Paribas,72820.926326344,15082.9616833271,57737.9646430168,20.7124001907549
2016,4,BTG Pactual,149941.564884135,62173.6084032515,87767.956480884,41.4652257706494
2016,4,Bogari Capital,498.649557391373,208.243208001252,290.406349390122,41.7614344411838
2016,4,Bradesco,399367.672884154,123202.495026291,276165.177857863,30.8493910227002
2016,4,Caixa,68540.1125248698,8865.62978062532,59674.4827442445,12.9349507230652
2016,4,Claritas Investimentos,20346.961078474,2889.87124997183,17457.0898285022,14.2029624906943
2016,4,Constellation Asset Management,49492.1455772753,23282.9996849012,26209.1458923741,47.0438276888763
2016,4,Credit Suisse,76795.1427028103,5123.09612733604,71672.0465754742,6.67112000450592
2016,4,Daycoval Asset Management,1615.06161944763,208.593892476726,1406.46772697091,12.9155377085901
2016,4,Forpus Capital,1303.08848857645,656.999973581992,646.088514994458,50.4186768083361
2016,4,Ibiuna Investimentos,-4199.6634024636,-1327.11727436206,-2872.54612810154,31.6005628828146
2016,4,Itaú,850966.506191948,296526.980606634,554439.525585315,34.845905032571
2016,4,JGP,149356.077175082,53389.9273317222,95966.1498433601,35.746739162904
2016,4,Julius Baer Family Office,28138.5086544747,7624.96691482901,20513.5417396457,27.0979781070113
2016,4,Kapitalo Investimentos,1241.44722160007,478.27461223909,763.17260936098,38.5255695061006
2016,4,Kinea Investimentos,2071.1345072648,0,2071.1345072648,0
2016,4,Núcleo Capital,93235.2266629215,36376.6858623169,56858.5408006046,39.0160319916758
2016,4,Occam Brasil,247206.296258999,97128.5783097857,150077.717949213,39.2904953391736
2016,4,Opportunity,-110139.227687009,-18680.7877159024,-91458.4399711063,16.961066559309
2016,4,Plural,43351.3233393232,220.117187022389,43131.2061523008,0.50775194403979
2016,4,Real Investor,1957.16619113379,0,1957.16619113379,0
2016,4,SPX Capital,305243.01074837,152755.951998889,152487.058749481,50.0440457668054
2016,4,Safra,20359.82922098,5915.12834109102,14444.700879889,29.0529369224557
2016,4,Santander,129857.061539121,27505.0196753487,102352.041863772,21.1809965121246
2016,4,Sharp Capital,1761.99412276739,180.415430355751,1581.57869241163,10.2392753769457
2016,4,Squadra Investimentos,53376.6067244676,23567.4256529977,29809.1810714699,44.1530983313604
2016,4,TNA Gestão Patrimonial,25590.3506692902,8232.40488808383,17357.9457812063,32.1699573189639
2016,4,Verde Asset Management,98953.5606827373,13287.8527272582,85665.707955479,13.4283724967325
2016,4,Vinci Partners,48013.1950074482,2992.33924066967,45020.8557667785,6.23232684308027
2016,4,Western Asset,158844.216412248,8179.8094399232,150664.406972325,5.149579647706
2016,4,XP,10700.2869433853,498.434051024746,10201.8528923606,4.65813724119675
2016,5,ARX Investimentos,-22168.2659006049,-11460.9999325494,-10707.2659680556,51.7000291494907
2016,5,AZ Legan,111.635614893058,-0.0142448092704292,111.649859702328,-0.012760093885876
2016,5,AZ Quest Investimentos,69187.2915717207,17939.9997919837,51247.2917797371,25.9296171080592
2016,5,Atmos Capital,-149958.325444512,-74934.9357965403,-75023.3896479722,49.9705071888574
2016,5,BB,195713.632222885,56823.2878178327,138890.344405052,29.0338936396217
2016,5,BNP Paribas,77330.5921000922,16411.3807930711,60919.2113070211,21.2223653632823
2016,5,BTG Pactual,102788.799024874,41954.5283529625,60834.2706719111,40.8162453019906
2016,5,Bogari Capital,110.218059994617,50.1561124595115,60.0619475351053,45.5062559275324
2016,5,Bradesco,339999.69808005,103739.552290876,236260.145789175,30.5116601210778
2016,5,Caixa,77907.8517346189,7517.09772125905,70390.7540133598,9.6487036337042
2016,5,Claritas Investimentos,18906.9119827218,2708.75194535783,16198.160037364,14.3267813793878
2016,5,Constellation Asset Management,42990.2504412091,21494.0001223909,21496.2503188182,49.9973828991408
2016,5,Credit Suisse,43638.7651719011,-139.618324598204,43778.3834964993,-0.319941052521128
2016,5,Daycoval Asset Management,1271.25149861966,184.850064472384,1086.40143414728,14.5407942231018
2016,5,Forpus Capital,-116.07049034731,-57.9999866236662,-58.0705037236437,49.9696231575457
2016,5,Ibiuna Investimentos,-5756.77521146677,-2282.83543617728,-3473.93977528949,39.6547607353186
2016,5,Itaú,651542.921948798,243253.728549985,408289.193398813,37.3350274180557
2016,5,JGP,48712.9820471297,11463.1403860986,37249.8416610311,23.532002978196
2016,5,Julius Baer Family Office,11666.1090621489,3329.5000244897,8336.60903765924,28.5399356953756
2016,5,Kapitalo Investimentos,30719.8940362554,12438.9354413211,18280.9585949343,40.4914659752432
2016,5,Kinea Investimentos,1103.87140826997,0,1103.87140826997,0
2016,5,Núcleo Capital,53502.6962864763,16042.1975979279,37460.4986885484,29.983904945708
2016,5,Occam Brasil,147387.038121258,58918.9264043079,88468.1117169498,39.9756499318714
2016,5,Opportunity,-168113.158090127,-29441.6116378498,-138671.546452277,17.5129727930433
2016,5,Plural,32673.6235924506,194.516465871702,32479.1071265789,0.595331782902238
2016,5,Real Investor,1307.1170020986,0,1307.1170020986,0
2016,5,SPX Capital,173294.407533098,86736.2309060835,86558.1766270149,50.0513733482815
2016,5,Safra,16672.3513317921,5651.13720116152,11021.2141306306,33.8952622140676
2016,5,Santander,99513.3528100262,22079.1092913457,77434.2435186805,22.1870821029368
2016,5,Sharp Capital,9780.45874754825,693.78625290646,9086.67249464179,7.09359622911735
2016,5,Squadra Investimentos,58488.062625173,27092.000026725,31396.062598448,46.3205632238957
2016,5,TNA Gestão Patrimonial,18400.889943233,5713.17872750628,12687.7112157268,31.048382687639
2016,5,Verde Asset Management,98856.0069999497,19739.1973798226,79116.8096201271,19.9676256191823
2016,5,Vinci Partners,72475.6893238759,5539.97934866201,66935.7099752139,7.64391398045932
2016,5,Western Asset,147832.113505966,6600.24191394806,141231.871592018,4.46468751438211
2016,5,XP,31808.9809565642,852.641172687993,30956.3397838762,2.68050452119888
2016,6,ARX Investimentos,5388,0,5388,0
2016,6,AZ Legan,473.92973862318,110.673476446374,363.256262176806,23.352296221776
2016,6,AZ Quest Investimentos,82300.4717029393,22416.000448267,59884.4712546724,27.2367824684854
2016,6,Atmos Capital,-67171.2286163367,-33566.0077409465,-33605.2208753901,49.9708110635674
2016,6,BB,205633.718601557,60743.9046058562,144889.813995701,29.5398561184198
2016,6,BNP Paribas,107035.656344645,29790.5491806918,77245.1071639527,27.8323599799015
2016,6,BTG Pactual,57063.2906563524,18175.9586082834,38887.3320480689,31.8522791083729
2016,6,Bradesco,355044.59740688,106889.730292923,248154.867113957,30.1060010696143
2016,6,Caixa,82263.86654963,7168.27113849346,75095.5954111366,8.71375421451752
2016,6,Claritas Investimentos,19604.6117979585,2739.4930040388,16865.1187939197,13.973717165489
2016,6,Constellation Asset Management,22829.3169724729,11413.9994478,11415.3175246729,49.9971131924916
2016,6,Credit Suisse,35613.0762425388,4417.53740156202,31195.5388409768,12.4042567159233
2016,6,Daycoval Asset Management,1816.21629018248,238.564614623591,1577.65167555889,13.1352535440381
2016,6,Forpus Capital,1212.66976744186,606,606.669767441861,49.9723845906015
2016,6,Gávea Investimentos,41089.4678117431,17408.3399519893,23681.1278597539,42.3669151222593
2016,6,Ibiuna Investimentos,-3742.46280899497,-1495.66345850706,-2246.79935048791,39.9646846165644
2016,6,Itaú,720743.988357132,261523.029967503,459220.958389629,36.2851489838466
2016,6,JGP,41141.4179507606,6716.09911689814,34425.3188338625,16.3244230544902
2016,6,Julius Baer Family Office,11686.5440634506,3009.64169518113,8676.90236826945,25.7530513626669
2016,6,Kapitalo Investimentos,64331.9637849406,25377.3756850802,38954.5880998605,39.4475377277706
2016,6,Kinea Investimentos,174.792542783007,0,174.792542783007,0
2016,6,Núcleo Capital,12923,0,12923,0
2016,6,Occam Brasil,142055.127845785,54131.9035379739,87923.2243078113,38.1062650527754
2016,6,Opportunity,-160191.24346589,-25533.7246042308,-134657.51886166,15.9395258141358
2016,6,Plural,31694.2300655818,213.757534460154,31480.4725311217,0.674436747691445
2016,6,Real Investor,184.494566727507,0,184.494566727507,0
2016,6,SPX Capital,88117.9917060061,50418.3339294819,37699.6577765242,57.2168440897926
2016,6,Safra,18739.0967232491,4381.01469892935,14358.0820243198,23.379006809298
2016,6,Santander,122915.17475503,27530.7512170431,95384.4235379868,22.3981711549545
2016,6,Sharp Capital,9608.05237544217,1574.20176734005,8033.85060810211,16.3841921944936
2016,6,Squadra Investimentos,76622.0205202444,31183.8752279401,45438.1452923043,40.6983201646333
2016,6,TNA Gestão Patrimonial,25098.8567041855,8806.04450339946,16292.812200786,35.0854407720132
2016,6,Verde Asset Management,99835.7306635225,17533.2316470087,82302.4990165139,17.5620807605457
2016,6,Vinci Partners,83782.1814500218,6393.07866957902,77389.1027804427,7.63059466694915
2016,6,Western Asset,150669.529725276,6211.37452711583,144458.15519816,4.12251537417113
2016,6,XP,29638.3313384081,-1378.95025741432,31017.2815958224,-4.65259073349837
2016,7,ARX Investimentos,6008,0,6008,0
2016,7,AZ Legan,-31.0920272171342,0,-31.0920272171342,0
2016,7,AZ Quest Investimentos,72005.8854772063,21928.3199734458,50077.5655037604,30.4535106097506
2016,7,Atmos Capital,-75026.7151871319,-37551.506496372,-37475.2086907599,50.0508470918804
2016,7,BB,225943.269870609,68658.7064354619,157284.563435147,30.3875864391892
2016,7,BNP Paribas,100611.831303271,23720.912208359,76890.9190949121,23.576662805051
2016,7,BTG Pactual,51606.8195102762,15900.1911052548,35706.6284050214,30.8102519320895
2016,7,Bradesco,368451.259487555,123073.858689514,245377.400798041,33.403022929189
2016,7,Caixa,61172.2827447093,8095.44075817656,53076.8419865327,13.2338379327143
2016,7,Claritas Investimentos,21169.7690570555,2941.71412627181,18228.0549307837,13.8958253079827
2016,7,Constellation Asset Management,25978.9528086527,12989.0000371596,12989.9527714932,49.9981663342233
2016,7,Credit Suisse,33475.5920001383,1364.83471289877,32110.7572872395,4.07710403715379
2016,7,Daycoval Asset Management,1371.67690918947,166.787802231377,1204.88910695809,12.1594087582864
2016,7,Forpus Capital,3082.55500596964,1553.99985718701,1528.55514878263,50.4127210764302
2016,7,Gávea Investimentos,46885.9775197605,20014.8959033644,26871.081616396,42.6884475106209
2016,7,Ibiuna Investimentos,-3080.71295867393,-1144.99994740194,-1935.71301127199,37.1667196120342
2016,7,Itaú,806135.876650618,307802.407133971,498333.469516647,38.1824474073586
2016,7,JGP,-39790.62091335,-16763.0884772557,-23027.5324360943,42.1282405061229
2016,7,Julius Baer Family Office,8025.93282751267,2115.31438466435,5910.61844284832,26.3559941271015
2016,7,Kapitalo Investimentos,80053.7109579939,33097.0491614976,46956.6617964964,41.3435539282674
2016,7,Kinea Investimentos,161.688654866542,0,161.688654866542,0
2016,7,Núcleo Capital,303925.20363124,113348.670813493,190576.532817747,37.2949230466
2016,7,Occam Brasil,155669.567209385,52961.2058509915,102708.361358394,34.0215539879772
2016,7,Opportunity,-179673.157317638,-27564.4764760781,-152108.68084156,15.34145494385
2016,7,Plural,30119.4544514075,268.587450250406,29850.8670011571,0.891740754082135
2016,7,Real Investor,854.854751940648,0,854.854751940648,0
2016,7,SPX Capital,63180.8658844123,34086.3661429637,29094.4997414487,53.9504574143124
2016,7,Safra,12778.0723702556,1719.77298464881,11058.2993856068,13.4587826302506
2016,7,Santander,142938.488420822,37223.8436198575,105714.644800964,26.0418618044062
2016,7,Sharp Capital,26711.669508721,2299.71701649055,24411.9524922305,8.60940951571644
2016,7,Squadra Investimentos,50232.3568760542,17558.1040944684,32674.2527815858,34.9537731980049
2016,7,TNA Gestão Patrimonial,21139.5680106104,6882.18731016761,14257.3807004428,32.5559505601689
2016,7,Verde Asset Management,180579.959388373,39409.8007481195,141170.158640254,21.8240168408505
2016,7,Vinci Partners,66317.6667161421,4052.29324668071,62265.3734694614,6.11042795583512
2016,7,Western Asset,145953.222241423,6246.70396693227,139706.518274491,4.27993563348641
2016,7,XP,51327.1892866258,2139.00560843984,49188.183678186,4.16739283441963
2016,8,ARX Investimentos,6719.55980140729,0,6719.55980140729,0
2016,8,AZ Legan,5.54851252401382,0,5.54851252401382,0
2016,8,AZ Quest Investimentos,70406.5788299621,22467.6458868569,47938.9329431052,31.9112876385007
2016,8,Atmos Capital,79727.8329287806,36652.5542151288,43075.2787136518,45.9720938958292
2016,8,BB,246720.744541011,73579.6125279016,173141.13201311,29.823034404661
2016,8,BNP Paribas,52416.3738315385,3822.29283641253,48594.080995126,7.29217333632623
2016,8,BTG Pactual,62914.3291745119,21248.1402463834,41666.1889281285,33.7731332832704
2016,8,Bradesco,425000.354878465,136746.653299439,288253.701579026,32.1756562623445
2016,8,Caixa,72294.0300274907,8932.13441704601,63361.8956104447,12.3552863405864
2016,8,Claritas Investimentos,22243.851499187,3112.65452037151,19131.1969788154,13.9933253936949
2016,8,Constellation Asset Management,26708.8465467098,13353.999529542,13354.8470171678,49.9984134701881
2016,8,Credit Suisse,42546.7353246977,3780.63930411015,38766.0960205876,8.88585052474178
2016,8,Daycoval Asset Management,1297.94607346107,140.389646925635,1157.55642653543,10.8162927409823
2016,8,Forpus Capital,429.041059950151,215,214.041059950151,50.1117538785169
2016,8,Gávea Investimentos,49450.6655930036,21062.5804402695,28388.0851527341,42.5931181869663
2016,8,Ibiuna Investimentos,-3390.39636649832,-1215,-2175.39636649832,35.8365178775508
2016,8,Itaú,917641.623049017,358707.709589682,558933.913459335,39.0901742662692
2016,8,JGP,-120169.775873642,-53580.2585157084,-66589.5173579338,44.5871336000891
2016,8,Julius Baer Family Office,9329.06712600897,2465.18583500007,6863.8812910089,26.4247839757445
2016,8,Kapitalo Investimentos,141492.24070787,58531.0187151397,82961.2219927306,41.3669459345017
2016,8,Kinea Investimentos,1639.49784599695,0,1639.49784599695,0
2016,8,Núcleo Capital,324927.403210451,121433.182702803,203494.220507649,37.372404267224
2016,8,Occam Brasil,249675.070236058,93020.3684009247,156654.701835134,37.2565704349167
2016,8,Opportunity,-72494.3636009771,-6426.15341714267,-66068.2101838344,8.86434903065493
2016,8,Plural,47399.965047286,390.248917538969,47009.716129747,0.823310559722266
2016,8,Real Investor,-2387.32677120276,0,-2387.32677120276,0
2016,8,SPX Capital,115828.609717752,65507.8668461547,50320.7428715973,56.5558604266964
2016,8,Safra,26963.7342610855,6247.87922726535,20715.8550338202,23.1714167139022
2016,8,Santander,154573.646848482,42283.215030624,112290.431817858,27.3547373001242
2016,8,Sharp Capital,46349.5769989191,4144.49825768827,42205.0787412308,8.94182541899989
2016,8,Squadra Investimentos,52280.4048111034,17779.7855083617,34500.6193027417,34.0085077240748
2016,8,TNA Gestão Patrimonial,20929.9517567345,6643.53870257539,14286.4130541591,31.7417774287881
2016,8,Verde Asset Management,174175.563942646,36829.6509531365,137345.91298951,21.1451308779824
2016,8,Vinci Partners,88438.7975944536,5641.92125484399,82796.8763396096,6.37946400030864
2016,8,Western Asset,156533.330431214,7184.36593374198,149348.964497472,4.58967167819828
2016,8,XP,44428.4208929317,748.766487332213,43679.6544055995,1.68533220916555
2016,9,ARX Investimentos,54582.3586145179,13009.6142832478,41572.7443312701,23.8348334763743
2016,9,AZ Legan,16.0496964245566,0,16.0496964245566,0
2016,9,AZ Quest Investimentos,53725.5469829784,16579.5146408806,37146.0323420977,30.8596479178396
2016,9,Atmos Capital,7639.4985331222,3817.48146954671,3822.01706357549,49.9703148445601
2016,9,BB,247028.358612868,74666.088128588,172362.27048428,30.225715196368
2016,9,BNP Paribas,72239.8198844833,9937.83616310177,62301.9837213816,13.7567288774987
2016,9,BTG Pactual,69849.2684879562,30393.1519359497,39456.1165520065,43.5124842305116
2016,9,Bradesco,400073.062654536,130496.092887963,269576.969766573,32.6180653158962
2016,9,Caixa,66369.2846368816,7904.60523972785,58464.6793971537,11.9100353167514
2016,9,Claritas Investimentos,9575.67621514413,1248.55358492282,8327.12263022131,13.0388032852261
2016,9,Constellation Asset Management,44366.2046060242,22181.99976048,22184.2048455442,49.9975149045498
2016,9,Credit Suisse,68369.712009438,2762.50750337251,65607.2045060655,4.04054284006808
2016,9,Daycoval Asset Management,1548.58651116397,166.396600111282,1382.18991105269,10.745063250371
2016,9,Ibiuna Investimentos,-6260.23474859541,-2062.99988674695,-4197.23486184846,32.9540339874606
2016,9,Itaú,887612.878073472,332238.747163986,555374.130909486,37.4305911249391
2016,9,JGP,-25704.3269941857,-12164.7284784196,-13539.5985157661,47.3256058451609
2016,9,Julius Baer Family Office,17981.3525818845,5484.34034941917,12497.0122324654,30.5001546710363
2016,9,Kapitalo Investimentos,145148.800870261,62653.1311585295,82495.6697117312,43.1647597382022
2016,9,Kinea Investimentos,1069.15316520601,0,1069.15316520601,0
2016,9,Núcleo Capital,343595.139029099,130647.178955178,212947.960073921,38.0235818598452
2016,9,Occam Brasil,291241.496196307,112542.939896365,178698.556299942,38.642481022178
2016,9,Opportunity,-81887.2248779328,-7319.70029188832,-74567.5245860445,8.93875730042092
2016,9,Plural,56975.4593668826,461.837735762482,56513.6216311201,0.81059063129016
2016,9,Real Investor,508.137447223519,0,508.137447223519,0
2016,9,SPX Capital,254903.830763853,143862.579660146,111041.251103707,56.4379826027104
2016,9,Safra,34373.4397844724,9367.27275905113,25006.1670254213,27.2514849191282
2016,9,Santander,148779.225078411,43170.2892792657,105608.935799145,29.0163423398083
2016,9,Sharp Capital,32923.9742065147,3167.21184456735,29756.7623619473,9.61977379978828
2016,9,Squadra Investimentos,16402.3635894036,422.000228731039,15980.3633606726,2.57280133092321
2016,9,TNA Gestão Patrimonial,26778.6445071928,8385.7566606607,18392.8878465321,31.3150901211907
2016,9,Verde Asset Management,165051.563506852,27916.4883162541,137135.075190598,16.9137981628966
2016,9,Vinci Partners,75417.2724019631,4734.63906202364,70682.6333399395,6.27792402354291
2016,9,Western Asset,162635.373096589,8101.37017212796,154534.002924461,4.9813088123926
