definicao,n_linhas,n_preco_na,n_qtd_na,max_abs_erro_recon_mil,qtd_total_mi,qtd_media_mi,qtd_mediana_mi
net,2835,0,0,9.31322574615479e-10,15712.0383482828,5.54216520221614,1.50140800053628
