ref_date,fund_graph_nodes_total,fund_graph_edges_total,fund_core_nodes,fund_core_edges,manager_projection_nodes,manager_projection_edges,manager_projection_edges_plotted
2021-12-31,5045,19191,96,258,24,45,45
