ano,mes,grupo,gross_mil,dedup_mil,dup_pct
2016,3,Credit Suisse,403217.24945725,394822.754845248,2.08187884404784
2016,3,Dahlia Capital,0,0,
2016,3,Daycoval Asset Management,56270.7670120603,54667.4564367322,2.84927798297917
2016,3,Forpus Capital,29439.5580817052,14566.5580817052,50.5204594400574
2016,3,Guepardo Investimentos,984953.17702313,479355.884241634,51.3321145183354
2016,3,Gávea Investimentos,8993.20778582709,5149.01697034606,42.7454908974672
2016,3,Ibiuna Investimentos,1021636.27267415,524907.767232716,48.6208760130685
2016,3,Itaú,9218435.06281813,5814113.7462828,36.9294928405625
2016,3,JGP,1556772.45915558,1152570.84066474,25.9640781871283
2016,3,Julius Baer Family Office,374397.021957461,301371.44793957,19.5048490599875
2016,3,Kapitalo Investimentos,44781.4742443941,26693.6157163445,40.3913869144535
2016,3,Kinea Investimentos,187934.897375075,178804.898808435,4.85806451817142
2016,3,Núcleo Capital,804124.00825118,512874.084602003,36.2195284136077
2016,3,Occam Brasil,3713784.20728277,2234353.98707148,39.8361923482285
2016,3,Opportunity,2687548.65920106,2305544.07889787,14.2138665655544
2016,3,Plural,651410.961172701,648225.506484226,0.489008456772094
2016,3,Real Investor,47027.72803469,47027.72803469,0
2016,3,SPX Capital,1413048.87536461,706468.300739899,50.0039727530579
2016,3,Safra,712330.915580675,470757.66713513,33.9130652849203
2016,3,Santander,1380954.12445248,1045718.49960223,24.2756525299615
2016,3,Sharp Capital,523927.307899772,461071.525610542,11.9970425937893
2016,3,Squadra Investimentos,999548.310178281,590897.219184982,40.8835757943917
2016,3,TNA Gestão Patrimonial,745857.662931105,506124.917716146,32.1418894153137
2016,3,Verde Asset Management,562615.62998144,396854.624436167,29.4625667528542
2016,3,Vinci Partners,2157448.70752078,1876089.25586651,13.0413043273502
2016,3,Western Asset,1374019.26046219,1247528.11413156,9.20592236007508
2016,3,XP,79265.232606617,157900.504192557,-99.2052492625569
2016,4,ARX Investimentos,678982.039634412,611775.324073847,9.89815807156726
2016,4,AZ Legan,6587.93107284528,6103.4918953734,7.35343421349207
2016,4,AZ Quest Investimentos,648991.39564694,434071.122788899,33.1160434945057
2016,4,Atmos Capital,2667795.91087628,1377620.25537764,48.3611077683549
2016,4,BB,6047669.24458149,4859486.34174026,19.6469557905436
2016,4,BNP Paribas,3733908.90504029,3577287.0839154,4.19458066889299
2016,4,BTG Pactual,2182430.25125079,1514367.88401404,30.6109378228178
2016,4,Bogari Capital,510125.466492717,297612.685169113,41.6589241828487
2016,4,Bradesco,4830095.94091539,3306576.75170838,31.5422138161148
2016,4,Caixa,2600129.77377776,2521210.30689828,3.0352126142079
2016,4,Claritas Investimentos,109323.156354767,94584.2268920924,13.4819830986626
2016,4,Constellation Asset Management,340312.733185122,180433.735348833,46.9800222694926
2016,4,Credit Suisse,583680.978648566,560620.738420883,3.95082948926586
2016,4,Daycoval Asset Management,58028.061892074,56332.9297599764,2.92122824169174
2016,4,Forpus Capital,31016.2827768014,15378.2834056063,50.4186768083361
2016,4,Guepardo Investimentos,972342.276299635,451230.053568994,53.5934963883085
2016,4,Gávea Investimentos,9694.18881625825,5543.01720383453,42.8212374558018
2016,4,Ibiuna Investimentos,1060042.95314689,544871.592343577,48.599102449005
2016,4,Itaú,9706706.91389299,6196430.84606612,36.1634084449659
2016,4,JGP,1889972.25816091,1324497.84463374,29.919720307293
2016,4,Julius Baer Family Office,449685.124092704,361610.57811621,19.5858260052956
2016,4,Kapitalo Investimentos,112060.700502527,66733.4280853568,40.4488569265618
2016,4,Kinea Investimentos,177792.676131941,167593.678630262,5.73645536113646
2016,4,Núcleo Capital,1007815.30262997,633545.563576722,37.1367390509512
2016,4,Occam Brasil,2378320.21975144,1470673.60571762,38.1633476642888
2016,4,Opportunity,2652083.56247102,2266263.39594619,14.5478133488885
2016,4,Plural,407015.254411041,404988.974733551,0.497838755557938
2016,4,Real Investor,61213.0380281488,61213.0380281488,0
2016,4,SPX Capital,2007203.16312517,1002727.59517342,50.0435424976018
2016,4,Safra,349487.481419347,240487.390578833,31.1885537066566
2016,4,Santander,1447247.52619222,1106752.4417615,23.5270800791472
2016,4,Sharp Capital,547305.811192352,478064.9540414,12.6512190689343
2016,4,Squadra Investimentos,1119459.8177676,658642.082797323,41.1642943905956
2016,4,TNA Gestão Patrimonial,784839.930211742,528403.239699109,32.6737568568216
2016,4,Verde Asset Management,594688.438936203,426032.985931824,28.3603046506294
2016,4,Vinci Partners,2339801.54136479,2039841.44455131,12.8198948291363
2016,4,Western Asset,1393204.26584304,1290286.6964335,7.38711271080353
2016,4,XP,118750.383097764,158408.890347228,-33.396529943667
2016,5,ARX Investimentos,602969.156826348,552255.238417633,8.4106985962004
2016,5,AZ Legan,8001.36621721724,7019.14666558763,12.2756479951647
2016,5,AZ Quest Investimentos,688352.371110188,455722.37256261,33.7951909967838
2016,5,Atmos Capital,2697267.67557184,1392314.88515952,48.3805445870576
2016,5,BB,5162775.2053847,4075284.08665923,21.0640803727273
2016,5,BNP Paribas,3520492.44676547,3369862.24216614,4.27866859188194
2016,5,BTG Pactual,2086334.70691442,1446472.99484734,30.6691783416384
2016,5,Bogari Capital,483695.479303601,282723.433952408,41.5492916412083
2016,5,Bradesco,4557169.43525029,3139844.64894312,31.1009894726315
2016,5,Caixa,2015096.71604263,1943199.38681934,3.56793441480497
2016,5,Claritas Investimentos,102131.471455041,88488.8458850499,13.3579056246112
2016,5,Constellation Asset Management,326534.885552039,163275.884168247,49.9974148574622
2016,5,Credit Suisse,575387.949933767,560759.412838151,2.54237807679142
2016,5,Daycoval Asset Management,55198.0573347011,53634.5024356197,2.83262668032055
2016,5,Forpus Capital,35769.7231804796,17895.7273026967,49.9696231575457
2016,5,Guepardo Investimentos,900777.77940857,416965.609701236,53.7104911740823
2016,5,Gávea Investimentos,20774.8563569935,11910.0302250659,42.6709382707403
2016,5,Ibiuna Investimentos,1048712.45127044,539099.453009033,48.5941592134285
2016,5,Itaú,8768111.84693729,5519669.83946509,37.0483641652779
2016,5,JGP,1571480.93164751,1141891.07197152,27.3366256646597
2016,5,Julius Baer Family Office,403104.614226518,317038.799429117,21.3507391778547
2016,5,Kapitalo Investimentos,129560.186611477,77095.3214714311,40.4945890494716
2016,5,Kinea Investimentos,176891.60507535,166614.607871402,5.80977101743729
2016,5,Núcleo Capital,1079768.14644015,679475.44260516,37.0720978531089
2016,5,Occam Brasil,1785374.54725805,1123639.31923632,37.0642243689435
2016,5,Opportunity,2381622.41326175,2031164.45873124,14.7150930634106
2016,5,Plural,337224.335363327,335399.437467847,0.541152492305714
2016,5,Real Investor,54429.7410480885,54429.7410480885,0
2016,5,SPX Capital,2022997.07516066,1010528.1760727,50.0479665304287
2016,5,Safra,341852.633212385,225262.292891782,34.1054387163863
2016,5,Santander,1335985.79592401,1015599.47911774,23.9812667008696
2016,5,Sharp Capital,565989.383685311,496782.464643586,12.2276002053431
2016,5,Squadra Investimentos,1042449.05332788,617319.052340342,40.7818492069583
2016,5,TNA Gestão Patrimonial,754716.477468466,504777.307292597,33.1169621490491
2016,5,Verde Asset Management,592213.707966842,412504.689735996,30.3452986334637
2016,5,Vinci Partners,2203021.18472793,1919604.21294095,12.8649226685483
2016,5,Western Asset,1377991.47217451,1279547.98381219,7.14398385985421
2016,5,XP,380922.583982037,381329.223793793,-0.106751300357281
2016,6,ARX Investimentos,660144.097612032,596863.353702168,9.58589861498011
2016,6,AZ Legan,8860.27741694445,7600.92823612871,14.2134283336023
2016,6,AZ Quest Investimentos,722782.545427676,475455.542794088,34.2187292980688
2016,6,Atmos Capital,2962621.72766968,1527535.91010218,48.4397249964241
2016,6,BB,5409906.00163197,4267671.05550493,21.1137669634642
2016,6,BNP Paribas,3982171.53434684,3794456.40230582,4.71388865150454
2016,6,BTG Pactual,2291353.49800282,1550407.9059133,32.3365902614041
2016,6,Bogari Capital,550640.775703062,321391.255619813,41.6332262699837
2016,6,Bradesco,4853817.53922447,3376106.25401393,30.4443105507968
2016,6,Caixa,2026140.48714966,1955329.36398145,3.49487726134081
2016,6,Claritas Investimentos,113684.70627213,98595.2494178965,13.2730754637423
2016,6,Constellation Asset Management,350760.169127883,175390.177194274,49.9971226407041
2016,6,Credit Suisse,576818.042137666,558351.060818453,3.20152629948507
2016,6,Daycoval Asset Management,57373.4268987071,55736.1577262111,2.85370642995846
2016,6,Forpus Capital,32121.7411006217,16069.7411006217,49.9723845906016
2016,6,Guepardo Investimentos,912989.902801766,422070.274204921,53.7705430356152
2016,6,Gávea Investimentos,14435.8570053969,8353.04441681259,42.1368304376402
2016,6,Ibiuna Investimentos,1100272.78272913,565968.121364665,48.5611086406382
2016,6,Itaú,9688910.08702379,6058464.46568095,37.4701136529798
2016,6,JGP,2080373.02980569,1471266.2629211,29.2787282933331
2016,6,Julius Baer Family Office,396056.238794905,309888.721897334,21.7563841841643
2016,6,Kapitalo Investimentos,167022.422333178,101195.796914861,39.4118493186536
2016,6,Kinea Investimentos,208025.525936374,195516.525936374,6.01320436215408
2016,6,Núcleo Capital,1135662.44448995,713420.59630173,37.1802246553866
2016,6,Occam Brasil,1720904.04936749,1066354.82199604,38.0351959548254
2016,6,Opportunity,2557197.10296279,2182501.62536937,14.6525849399443
2016,6,Plural,327254.281183667,325217.877791701,0.622269442771202
2016,6,Real Investor,43120.1356730932,43120.1356730932,0
2016,6,SPX Capital,2110215.12534337,909160.051711541,56.9162385013421
2016,6,Safra,346466.413439847,227708.639218173,34.2768504001884
2016,6,Santander,1421156.76546231,1078400.90470377,24.1180895090795
2016,6,Sharp Capital,586072.23694644,508249.240277004,13.2787379717746
2016,6,Squadra Investimentos,1054000.65000331,632536.723843689,39.9870651083846
2016,6,TNA Gestão Patrimonial,816043.769766853,542935.53794579,33.4673508872068
2016,6,Verde Asset Management,649975.580483977,456496.128239861,29.7671878842048
2016,6,Vinci Partners,2252442.2664302,1983689.96442193,11.9315955846542
2016,6,Western Asset,1443938.51989061,1344281.00504719,6.9017837996984
2016,6,XP,427250.419853716,453533.754864856,-6.15174000768412
2016,7,ARX Investimentos,783458.562538309,688233.579894951,12.154437668642
2016,7,AZ Legan,2514.16609277241,1606.96857099932,36.0834363481813
2016,7,AZ Quest Investimentos,823497.643016604,527441.461383991,35.951066058685
2016,7,Atmos Capital,3228709.72709849,1684382.64107695,47.8310909481901
2016,7,BB,6197711.60262775,4933039.3654127,20.4054708947548
2016,7,BNP Paribas,4428112.23065794,4211873.72827105,4.88331124242428
2016,7,BTG Pactual,2444872.73311776,1612966.75850805,34.0265553842895
2016,7,Bogari Capital,619179.855965774,359665.018733802,41.9126744404806
2016,7,Bradesco,5260102.24334728,3646068.77573309,30.6844504715768
2016,7,Caixa,2250315.64685105,2170254.88946029,3.55775677526785
2016,7,Claritas Investimentos,123447.826360791,107264.415273555,13.1095148163552
2016,7,Constellation Asset Management,406148.321205595,203082.320658329,49.9979908680879
2016,7,Credit Suisse,716833.835083629,699341.866121544,2.44017066522036
2016,7,Daycoval Asset Management,58262.463656157,56506.511462767,3.01386533146451
2016,7,Forpus Capital,43820.2848371141,21729.2868672825,50.4127210764302
2016,7,Guepardo Investimentos,1016579.05615666,467451.13886975,54.0172369242956
2016,7,Gávea Investimentos,24174.7132326065,13848.0421180163,42.7168298346628
2016,7,Ibiuna Investimentos,1161412.10863728,598760.114067155,48.4455078766399
2016,7,Itaú,10936738.3425481,6803256.21026156,37.7944685410068
2016,7,JGP,2373285.695383,1621852.12950227,31.6621621805823
2016,7,Julius Baer Family Office,453590.035103951,342846.121745377,24.414979339922
2016,7,Kapitalo Investimentos,261106.272336165,153151.972870873,41.344965978567
2016,7,Kinea Investimentos,230382.312331091,216313.314434563,6.1068047083011
2016,7,Núcleo Capital,1195926.77346513,748410.037352456,37.4200783895842
2016,7,Occam Brasil,1769649.02009299,1118498.49232091,36.7954617203055
2016,7,Opportunity,2882310.5215609,2460830.23134251,14.6230007858467
2016,7,Plural,332125.992230245,329382.083477666,0.826165014714119
2016,7,Real Investor,44646.6430705902,44646.6430705902,0
2016,7,SPX Capital,1915208.16430731,877116.446881015,54.2025528489616
2016,7,Safra,374692.628132615,244320.326256688,34.7944667408253
2016,7,Santander,1564997.89035998,1180488.08945804,24.5693494713593
2016,7,Sharp Capital,655039.512499205,567022.750202897,13.436863061969
2016,7,Squadra Investimentos,1141342.17916657,701832.719219908,38.5081238535842
2016,7,TNA Gestão Patrimonial,892639.050415521,592661.222775423,33.6057253489481
2016,7,Verde Asset Management,745611.447021145,521247.860110051,30.0912208104459
2016,7,Vinci Partners,2410214.08421105,2113042.67919299,12.3296684292398
2016,7,Western Asset,1533985.44434794,1422009.4135348,7.29968013879924
2016,7,XP,368153.53123409,430065.527843993,-16.8168960385543
2016,8,ARX Investimentos,809911.562422322,712604.205897791,12.014565668565
2016,8,AZ Legan,3541.13898379974,2503.6161130361,29.2991287693077
2016,8,AZ Quest Investimentos,819391.200570765,513660.009780255,37.3119934138354
2016,8,Atmos Capital,3660300.87298772,1900224.3375982,48.0855699152638
2016,8,BB,6441444.42412653,5177497.45214717,19.6221047447871
2016,8,BNP Paribas,4481843.69714887,4259223.84384144,4.96714897596836
2016,8,BTG Pactual,2386918.81583605,1531227.22024349,35.8492123785467
2016,8,Bogari Capital,631374.719445884,363153.24448833,42.4821372627898
2016,8,Bradesco,5231264.59812898,3632586.55384192,30.5600684939325
2016,8,Caixa,2341228.61410618,2257726.76160627,3.56658260525286
2016,8,Claritas Investimentos,120306.287822487,104474.400434297,13.1596508168804
2016,8,Constellation Asset Management,384099.152187653,192056.16206141,49.9982853470137
2016,8,Credit Suisse,789497.348117934,746154.96062854,5.48987119370531
2016,8,Daycoval Asset Management,58020.4408431524,56531.0583967801,2.56699608746264
2016,8,Forpus Capital,40802.8025711662,20355.8025711662,50.111753878517
2016,8,Guepardo Investimentos,975230.132891338,444958.108275822,54.3740402117579
2016,8,Gávea Investimentos,23048.4517902165,13232.0396732716,42.5903319072897
2016,8,Ibiuna Investimentos,1247119.36260122,641742.362438887,48.5420255924541
2016,8,Itaú,11327439.7080085,6958391.87529007,38.5704796965681
2016,8,JGP,2423153.33105746,1646617.80017028,32.0464875637193
2016,8,Julius Baer Family Office,503638.155022136,376218.11440006,25.2999180763966
2016,8,Kapitalo Investimentos,355991.982240647,208769.733848397,41.355495555158
2016,8,Kinea Investimentos,211103.638116943,198164.641680604,6.12921527632399
2016,8,Núcleo Capital,1209537.36314817,756645.28160546,37.4434139317473
2016,8,Occam Brasil,1996831.89352639,1241143.17102993,37.8443836432281
2016,8,Opportunity,2987581.70975291,2553079.64383644,14.543604430903
2016,8,Plural,365723.801848622,362609.371874094,0.851579787475135
2016,8,Real Investor,15468.7877322809,15468.7877322809,0
2016,8,SPX Capital,2265420.33122925,983223.765695149,56.5986165065608
2016,8,Safra,411072.285807845,275560.163900942,32.9655212928288
2016,8,Santander,1568478.76728622,1186760.0754481,24.3368733960337
2016,8,Sharp Capital,671102.200205719,580732.958170496,13.4657943317011
2016,8,Squadra Investimentos,1181700.58074629,726705.057335591,38.5034526363143
2016,8,TNA Gestão Patrimonial,882801.51997328,588433.954135623,33.3447053700776
2016,8,Verde Asset Management,704428.277379786,493255.529796591,29.9778919109665
2016,8,Vinci Partners,2504525.24223811,2206862.40055357,11.8850006645786
2016,8,Western Asset,1522282.40936782,1412056.9299892,7.24080359204841
2016,8,XP,486229.813989285,511479.076123772,-5.19286588523409
2016,9,ARX Investimentos,896926.115593163,747135.263606577,16.7004672271723
2016,9,AZ Legan,2933.09959811658,1974.06245539745,32.6970534289034
2016,9,AZ Quest Investimentos,798980.101957787,504519.451873492,36.8545661353469
2016,9,Atmos Capital,3630711.12525717,1886666.77912815,48.0358884516181
2016,9,BB,6438152.85617247,5170119.83082293,19.6956029730458
2016,9,BNP Paribas,4584640.26981892,4367202.15442446,4.74275194121297
2016,9,BTG Pactual,2341076.88028095,1478375.90175141,36.8506043435021
2016,9,Bogari Capital,549781.33021913,315286.029475897,42.6524670544502
2016,9,Bradesco,5512627.42513432,3721075.85908266,32.4990504143857
2016,9,Caixa,2339714.29565859,2264148.51350889,3.22970126266754
2016,9,Claritas Investimentos,124380.915890015,107897.621847725,13.2522693890324
2016,9,Constellation Asset Management,420041.369053993,210031.372200777,49.9974555663875
2016,9,Credit Suisse,1102401.16881605,1061456.43120648,3.71414134598102
2016,9,Daycoval Asset Management,58223.0201795442,56711.7248650748,2.59570065209439
2016,9,Forpus Capital,35201.175158235,17350.175158235,50.7113751735755
2016,9,Guepardo Investimentos,960461.843685492,438955.686542279,54.2974362356848
2016,9,Gávea Investimentos,31545.4402868463,18083.0846429583,42.6760746449352
2016,9,Ibiuna Investimentos,1200961.35557773,619149.359198664,48.4455218876864
2016,9,Itaú,11372239.7824494,7100629.63183418,37.5617313065061
2016,9,JGP,2479012.54549573,1682888.18559544,32.1145756743674
2016,9,Julius Baer Family Office,529424.335134625,391568.480010149,26.0388210317951
2016,9,Kapitalo Investimentos,417238.024313606,237104.897414262,43.172749462535
2016,9,Kinea Investimentos,212926.841494944,199763.841494944,6.18193549840102
2016,9,Núcleo Capital,1265494.55336322,787380.513345743,37.7808058317458
2016,9,Occam Brasil,1823927.33635,1092806.23252439,40.0849907370055
2016,9,Opportunity,2972617.00339558,2539735.53870623,14.5623019781852
2016,9,Plural,351167.924615116,348080.616338253,0.879154404618939
2016,9,Real Investor,52832.1390056765,51995.2915010323,1.58397430123787
2016,9,SPX Capital,3186290.61720251,1395674.84642428,56.197503175349
2016,9,Safra,426488.593842556,291528.197550951,31.6445499926845
2016,9,Santander,1714796.52351028,1273646.46778436,25.7260875956793
2016,9,Sharp Capital,530984.734731958,441174.812659777,16.9138425641403
2016,9,Squadra Investimentos,1077949.34306598,671733.34130243,37.6841457696109
2016,9,TNA Gestão Patrimonial,877504.279093521,581707.96836638,33.708816899754
2016,9,Verde Asset Management,696753.394025909,501422.802297999,28.0343940054989
2016,9,Vinci Partners,2417450.03685005,2118860.7057742,12.3514168452023
2016,9,Western Asset,1560433.06327295,1448136.63347345,7.19649131017267
2016,9,XP,512904.331119685,529830.774896871,-3.30011714664892
2016,10,ARX Investimentos,994225.614006854,850193.443695522,14.4868698092442
2016,10,AZ Legan,1867.12248486504,1014.61736251013,45.6587679311531
2016,10,AZ Quest Investimentos,892053.668712804,561844.90274441,37.0166927786836
2016,10,Atmos Capital,3799446.59788119,1974841.79913006,48.0229094355121
2016,10,BB,7440223.59503082,6067122.98174363,18.455098771551
2016,10,BNP Paribas,4743807.69539892,4493846.72551236,5.26920537122533
2016,10,BTG Pactual,2270573.22368826,1384907.83908682,39.0062463241236
2016,10,Bogari Capital,692368.543478823,388157.4258495,43.9377439218724
2016,10,Bradesco,5851291.51578128,3998986.22097967,31.6563495393424
2016,10,Caixa,2407453.19638853,2325578.66556983,3.4008773645745
2016,10,Claritas Investimentos,137804.858534222,119627.799718132,13.1904339291322
2016,10,Constellation Asset Management,456897.807665539,228449.398155556,49.999891808895
2016,10,Credit Suisse,1271201.86129856,1214178.31151758,4.48579816605481
2016,10,Daycoval Asset Management,15693.4708814847,14005.1747481154,10.7579524384318
2016,10,Forpus Capital,37208.8351672435,18388.3131672434,50.5807879107393
2016,10,Guepardo Investimentos,1125241.62816275,514155.296186609,54.3071209491157
2016,10,Gávea Investimentos,74609.0731123792,42685.0294349295,42.788420155501
2016,10,Ibiuna Investimentos,1310154.42690053,677185.305981617,48.3125582696649
2016,10,Itaú,12357179.5510554,7712388.80071221,37.5877904108506
2016,10,JGP,2436062.80923838,1650919.72320414,32.2300017494093
2016,10,Julius Baer Family Office,587180.534643323,432941.085421096,26.2678069387838
2016,10,Kapitalo Investimentos,640249.577564437,356951.631517615,44.2480488818925
2016,10,Kinea Investimentos,220422.643152607,207158.465502607,6.01761119469776
2016,10,Núcleo Capital,1363309.14546702,846539.473416355,37.9055384297037
2016,10,Occam Brasil,2508850.26498964,1556030.10549768,37.9783589633995
2016,10,Opportunity,3612919.58649099,3069158.74837753,15.050455043246
2016,10,Plural,429333.230374257,425128.910056822,0.979267389521781
2016,10,Real Investor,59686.9394013748,56356.7007551681,5.57950982175836
2016,10,SPX Capital,3629971.01873846,1649579.43685618,54.5566774957487
2016,10,Safra,530871.139226275,358751.413889336,32.4221289535154
2016,10,Santander,1856632.16884516,1354778.36002776,27.0303303604587
2016,10,Sharp Capital,711917.601657076,615214.463888453,13.5834733603347
2016,10,Squadra Investimentos,1170659.71472572,733970.107615933,37.3028644974
2016,10,TNA Gestão Patrimonial,950190.519833037,631280.811073047,33.5627121196734
2016,10,Verde Asset Management,762271.260880724,560382.974401143,26.4850974764968
2016,10,Vinci Partners,2608518.16534955,2299023.28345469,11.8647777119617
2016,10,Western Asset,1675022.0745684,1555515.98530596,7.13459787049274
2016,10,XP,562596.706344175,631716.231210404,-12.2858033271075
2016,11,ARX Investimentos,977367.163744685,817971.968721719,16.3086300559003
2016,11,AZ Legan,-171.314193099512,-171.56592665111,-0.146942612893362
2016,11,AZ Quest Investimentos,750623.256174969,477322.955609522,36.4097832457433
2016,11,Atmos Capital,3576693.17878586,1856864.00981827,48.0843360892198
2016,11,BB,7076204.28294063,5719171.80838768,19.1774067041067
2016,11,BNP Paribas,1967075.80328999,1710558.54685657,13.0405374314698
2016,11,BTG Pactual,2064332.71451303,1244294.35263448,39.724137301772
